source,target,id,weight,description,text_unit_ids,human_readable_id,source_degree,target_degree,rank,edge_details
GOLD OUTLET,NUTRIBOOST,4af60eedecd74043bece8e64135ab139,8.0,Gold Outlet achieves Must Have SKU conditions by selling Nutriboost products,73c77068e01e48438de3abb74f736af3,71,3,8,11,"{'human_readable_id': 71, 'source': 'GOLD OUTLET', 'target': 'NUTRIBOOST', 'description': 'Gold Outlet achieves Must Have SKU conditions by selling Nutriboost products', 'rank': 11}"
GOLD OUTLET,MHS,d25f97bd9efd4ffc94578680e0b8e718,7.0,Gold Outlet is classified based on achieving the MHS for Nutriboost products,73c77068e01e48438de3abb74f736af3,72,3,3,6,"{'human_readable_id': 72, 'source': 'GOLD OUTLET', 'target': 'MHS', 'description': 'Gold Outlet is classified based on achieving the MHS for Nutriboost products', 'rank': 6}"
SILVER OUTLET,NUTRIBOOST,b39f64d92ceb4ef595f7fbd038d655c7,8.0,Silver Outlet achieves Must Have SKU conditions by selling Nutriboost products,73c77068e01e48438de3abb74f736af3,73,3,8,11,"{'human_readable_id': 73, 'source': 'SILVER OUTLET', 'target': 'NUTRIBOOST', 'description': 'Silver Outlet achieves Must Have SKU conditions by selling Nutriboost products', 'rank': 11}"
SILVER OUTLET,MHS,f697aab8b83e4f47a8e6dc9012747f80,7.0,Silver Outlet is classified based on achieving the MHS for Nutriboost products,73c77068e01e48438de3abb74f736af3,74,3,3,6,"{'human_readable_id': 74, 'source': 'SILVER OUTLET', 'target': 'MHS', 'description': 'Silver Outlet is classified based on achieving the MHS for Nutriboost products', 'rank': 6}"
BRONZE OUTLET,NUTRIBOOST,c9891e37497145119d9fe2e4beac171e,8.0,Bronze Outlet achieves Must Have SKU conditions by selling Nutriboost products,73c77068e01e48438de3abb74f736af3,75,3,8,11,"{'human_readable_id': 75, 'source': 'BRONZE OUTLET', 'target': 'NUTRIBOOST', 'description': 'Bronze Outlet achieves Must Have SKU conditions by selling Nutriboost products', 'rank': 11}"
BRONZE OUTLET,MHS,4a2e250856cd40798b199d0237937763,7.0,Bronze Outlet is classified based on achieving the MHS for Nutriboost products,73c77068e01e48438de3abb74f736af3,76,3,3,6,"{'human_readable_id': 76, 'source': 'BRONZE OUTLET', 'target': 'MHS', 'description': 'Bronze Outlet is classified based on achieving the MHS for Nutriboost products', 'rank': 6}"
NUTRIBOOST,SPRITE,11c2a21d8111442da255735746be309b,5.0,Sprite is included in the metrics for active outlets alongside Nutriboost,73c77068e01e48438de3abb74f736af3,77,8,6,14,"{'human_readable_id': 77, 'source': 'NUTRIBOOST', 'target': 'SPRITE', 'description': 'Sprite is included in the metrics for active outlets alongside Nutriboost', 'rank': 14}"
NUTRIBOOST,TEA,283a5a1e81154bf5a71bc0978cd26b22,1.0,Tea is included in the metrics for active outlets alongside Nutriboost,73c77068e01e48438de3abb74f736af3,78,8,2,10,"{'human_readable_id': 78, 'source': 'NUTRIBOOST', 'target': 'TEA', 'description': 'Tea is included in the metrics for active outlets alongside Nutriboost', 'rank': 10}"
NUTRIBOOST,NUTRIBOOST ORANGE,3b914f67afaf4b469840263dd6e0e203,6.0,Nutriboost Orange is a flavor variant of the Nutriboost product line,73c77068e01e48438de3abb74f736af3,79,8,1,9,"{'human_readable_id': 79, 'source': 'NUTRIBOOST', 'target': 'NUTRIBOOST ORANGE', 'description': 'Nutriboost Orange is a flavor variant of the Nutriboost product line', 'rank': 9}"
NUTRIBOOST,NUTRIBOOST STRAWBERRY,bc8998e160ae4fb4878f9462d4e6bab5,6.0,Nutriboost Strawberry is a flavor variant of the Nutriboost product line,73c77068e01e48438de3abb74f736af3,80,8,1,9,"{'human_readable_id': 80, 'source': 'NUTRIBOOST', 'target': 'NUTRIBOOST STRAWBERRY', 'description': 'Nutriboost Strawberry is a flavor variant of the Nutriboost product line', 'rank': 9}"
SPRITE,THUMS UP,f7876687481341f8bc0539998827dd09,14.0,"Both Sprite and Thums Up are beverage brands under the Coca-Cola umbrella, indicating a brand relationship",afac43fa2f364295b7364675c5518400,81,6,3,9,"{'human_readable_id': 81, 'source': 'SPRITE', 'target': 'THUMS UP', 'description': 'Both Sprite and Thums Up are beverage brands under the Coca-Cola umbrella, indicating a brand relationship', 'rank': 9}"
SPRITE,GOING FOR BRONZE,83c7ad268fce4cac9334e2098ed46d65,8.0,"Sprite's participation in the event ""Going for Bronze"" indicates a competitive relationship",afac43fa2f364295b7364675c5518400,82,6,3,9,"{'human_readable_id': 82, 'source': 'SPRITE', 'target': 'GOING FOR BRONZE', 'description': 'Sprite\'s participation in the event ""Going for Bronze"" indicates a competitive relationship', 'rank': 9}"
SPRITE,INDEX 2A: ACTIVE BY BRAND,749d3fbd2fff4929b803fd468101af70,5.0,"The event ""Active by Brand"" includes analysis of the activity levels of the Sprite brand over time",730be08ff471429b9408ebb2d52db381,83,6,4,10,"{'human_readable_id': 83, 'source': 'SPRITE', 'target': 'INDEX 2A: ACTIVE BY BRAND', 'description': 'The event ""Active by Brand"" includes analysis of the activity levels of the Sprite brand over time', 'rank': 10}"
SPRITE,TEA,86fad804085b4338b01df9434348fec7,4.0,Sprite and Tea are categories mentioned in performance metrics for various product sizes,189704e0897640aa94c023351521d856,84,6,2,8,"{'human_readable_id': 84, 'source': 'SPRITE', 'target': 'TEA', 'description': 'Sprite and Tea are categories mentioned in performance metrics for various product sizes', 'rank': 8}"
INDEX 2,CORE,781ae498e8a047599b25eb1748e189a8,14.0,Index 2 provides metrics that are essential for evaluating the CORE performance of outlets,deea2cbae880411a985815ea901ddebd,85,4,4,8,"{'human_readable_id': 85, 'source': 'INDEX 2', 'target': 'CORE', 'description': 'Index 2 provides metrics that are essential for evaluating the CORE performance of outlets', 'rank': 8}"
INDEX 2,ASM,609326201a1f429e9b874854924ad94d,12.0,ASM utilizes Index 2 metrics to guide sales strategies and improve outlet performance,deea2cbae880411a985815ea901ddebd,86,4,1,5,"{'human_readable_id': 86, 'source': 'INDEX 2', 'target': 'ASM', 'description': 'ASM utilizes Index 2 metrics to guide sales strategies and improve outlet performance', 'rank': 5}"
INDEX 2,ACTIVE OUTLET,0e3c9fbaf00f471ebad5da5b5d0693c9,5.0,Index 2 tracks the performance of active outlets by product group,deea2cbae880411a985815ea901ddebd,87,4,1,5,"{'human_readable_id': 87, 'source': 'INDEX 2', 'target': 'ACTIVE OUTLET', 'description': 'Index 2 tracks the performance of active outlets by product group', 'rank': 5}"
INDEX 2,PRODUCT GROUP,ae890bbe279c4a00b99510e2cc55aa04,5.0,Index 2 analyzes the distribution of active outlets across various product groups,deea2cbae880411a985815ea901ddebd,88,4,1,5,"{'human_readable_id': 88, 'source': 'INDEX 2', 'target': 'PRODUCT GROUP', 'description': 'Index 2 analyzes the distribution of active outlets across various product groups', 'rank': 5}"
INDEX 3,CORE,d8862454382645418d42639718ef8c1a,14.0,Index 3 provides SKU metrics that contribute to the overall CORE assessment of product availability,deea2cbae880411a985815ea901ddebd,89,3,4,7,"{'human_readable_id': 89, 'source': 'INDEX 3', 'target': 'CORE', 'description': 'Index 3 provides SKU metrics that contribute to the overall CORE assessment of product availability', 'rank': 7}"
INDEX 3,TSM,81e2f392d2434d9ca81854ba9f60b755,7.0,TSM uses Index 3 data to optimize SKU distribution and enhance sales effectiveness,deea2cbae880411a985815ea901ddebd,90,3,1,4,"{'human_readable_id': 90, 'source': 'INDEX 3', 'target': 'TSM', 'description': 'TSM uses Index 3 data to optimize SKU distribution and enhance sales effectiveness', 'rank': 4}"
INDEX 3,SKU,59f493985c9b49d7880a84cbb1d968d8,5.0,Index 3 evaluates SKU performance in relation to outlet sales and orders,deea2cbae880411a985815ea901ddebd,91,3,1,4,"{'human_readable_id': 91, 'source': 'INDEX 3', 'target': 'SKU', 'description': 'Index 3 evaluates SKU performance in relation to outlet sales and orders', 'rank': 4}"
INDEX 4,CORE,31112a3fb48844bf865f90eb7bdcf230,14.0,"Index 4 tracks new and closed outlets, which is crucial for maintaining CORE standards",deea2cbae880411a985815ea901ddebd,92,3,4,7,"{'human_readable_id': 92, 'source': 'INDEX 4', 'target': 'CORE', 'description': 'Index 4 tracks new and closed outlets, which is crucial for maintaining CORE standards', 'rank': 7}"
INDEX 4,NEW OUTLET,71e8a7582f0d4d008c441be792db9be3,5.0,Index 4 monitors the addition of new outlets to the sales network,deea2cbae880411a985815ea901ddebd,93,3,1,4,"{'human_readable_id': 93, 'source': 'INDEX 4', 'target': 'NEW OUTLET', 'description': 'Index 4 monitors the addition of new outlets to the sales network', 'rank': 4}"
INDEX 4,CLOSED OUTLET,b8fc3a373d3b4ef184f2ac8803212e65,5.0,Index 4 assesses the impact of closed outlets on overall sales performance,deea2cbae880411a985815ea901ddebd,94,3,1,4,"{'human_readable_id': 94, 'source': 'INDEX 4', 'target': 'CLOSED OUTLET', 'description': 'Index 4 assesses the impact of closed outlets on overall sales performance', 'rank': 4}"
INDEX 5,CORE,636da26b77d7487ba373bd8938fa5b61,14.0,Index 5's cooler purity metrics are relevant for ensuring product quality in CORE outlets,deea2cbae880411a985815ea901ddebd,95,1,4,5,"{'human_readable_id': 95, 'source': 'INDEX 5', 'target': 'CORE', 'description': ""Index 5's cooler purity metrics are relevant for ensuring product quality in CORE outlets"", 'rank': 5}"
COCA-COLA,MHS GROUP,f4ef7c4445ae418ca4fe2ec507727fe9,1.0,MHS Group is likely a distributor or partner of Coca-Cola in sales activities,c5f6715ab31e48c9b1b1b5b8789a5734,96,1,19,20,"{'human_readable_id': 96, 'source': 'COCA-COLA', 'target': 'MHS GROUP', 'description': 'MHS Group is likely a distributor or partner of Coca-Cola in sales activities', 'rank': 20}"
MHS GROUP,COCA-COLA BEVERAGES VIETNAM LTD.,67db6b5fb50d4effa376f67b2dd375c3,7.0,MHS Group reports on the performance metrics of Coca-Cola Beverages Vietnam Ltd. service outlets,91434078c57b4f2f9c74ea580ac94e10,97,19,2,21,"{'human_readable_id': 97, 'source': 'MHS GROUP', 'target': 'COCA-COLA BEVERAGES VIETNAM LTD.', 'description': 'MHS Group reports on the performance metrics of Coca-Cola Beverages Vietnam Ltd. service outlets', 'rank': 21}"
MHS GROUP,PHAN DUC CUONG,9c9cab6da0f14205b8e043be7bff57b9,7.0,Phan Duc Cuong is likely a sales representative working under MHS Group,c5f6715ab31e48c9b1b1b5b8789a5734,98,19,1,20,"{'human_readable_id': 98, 'source': 'MHS GROUP', 'target': 'PHAN DUC CUONG', 'description': 'Phan Duc Cuong is likely a sales representative working under MHS Group', 'rank': 20}"
MHS GROUP,NGUYEN VIET THANG,99065c874f724cfcbc24d97a5b281447,7.0,Nguyen Viet Thang is likely a sales representative associated with MHS Group,c5f6715ab31e48c9b1b1b5b8789a5734,99,19,1,20,"{'human_readable_id': 99, 'source': 'MHS GROUP', 'target': 'NGUYEN VIET THANG', 'description': 'Nguyen Viet Thang is likely a sales representative associated with MHS Group', 'rank': 20}"
MHS GROUP,TRINH QUOC THINH,e2aff5e4a66345868ebd72e3e44c169b,7.0,Trinh Quoc Thinh is likely a sales representative working for MHS Group,c5f6715ab31e48c9b1b1b5b8789a5734,100,19,1,20,"{'human_readable_id': 100, 'source': 'MHS GROUP', 'target': 'TRINH QUOC THINH', 'description': 'Trinh Quoc Thinh is likely a sales representative working for MHS Group', 'rank': 20}"
MHS GROUP,PHAM THI HONG VAN,0e5eba7018e046329528c4f04d862ce6,7.0,Pham Thi Hong Van is likely a sales representative under MHS Group,c5f6715ab31e48c9b1b1b5b8789a5734,101,19,1,20,"{'human_readable_id': 101, 'source': 'MHS GROUP', 'target': 'PHAM THI HONG VAN', 'description': 'Pham Thi Hong Van is likely a sales representative under MHS Group', 'rank': 20}"
MHS GROUP,NGUYEN VAN QUYNH,71518462d95545a098566e60ad28fb0d,7.0,Nguyen Van Quynh is likely a sales representative associated with MHS Group,c5f6715ab31e48c9b1b1b5b8789a5734,102,19,1,20,"{'human_readable_id': 102, 'source': 'MHS GROUP', 'target': 'NGUYEN VAN QUYNH', 'description': 'Nguyen Van Quynh is likely a sales representative associated with MHS Group', 'rank': 20}"
MHS GROUP,LE TAN DAT,52ea27866ca34d74bdf9e2ae3424efde,7.0,Le Tan Dat is likely a sales representative working for MHS Group,c5f6715ab31e48c9b1b1b5b8789a5734,103,19,1,20,"{'human_readable_id': 103, 'source': 'MHS GROUP', 'target': 'LE TAN DAT', 'description': 'Le Tan Dat is likely a sales representative working for MHS Group', 'rank': 20}"
MHS GROUP,LE QUOC THIEN,f5d3e133ee854502a0066cb6015a9539,7.0,Le Quoc Thien is likely a sales representative associated with MHS Group,c5f6715ab31e48c9b1b1b5b8789a5734,104,19,1,20,"{'human_readable_id': 104, 'source': 'MHS GROUP', 'target': 'LE QUOC THIEN', 'description': 'Le Quoc Thien is likely a sales representative associated with MHS Group', 'rank': 20}"
MHS GROUP,VO VAN TRI,d3fbe65c64504dc8a8ae4a4dffce4ae5,7.0,Vo Van Tri is likely a sales representative working under MHS Group,c5f6715ab31e48c9b1b1b5b8789a5734,105,19,1,20,"{'human_readable_id': 105, 'source': 'MHS GROUP', 'target': 'VO VAN TRI', 'description': 'Vo Van Tri is likely a sales representative working under MHS Group', 'rank': 20}"
MHS GROUP,LE VAN TRUONG VY,8e148fda5914425ca32ddaf54540380f,7.0,Le Van Truong Vy is likely a sales representative associated with MHS Group,c5f6715ab31e48c9b1b1b5b8789a5734,106,19,1,20,"{'human_readable_id': 106, 'source': 'MHS GROUP', 'target': 'LE VAN TRUONG VY', 'description': 'Le Van Truong Vy is likely a sales representative associated with MHS Group', 'rank': 20}"
MHS GROUP,LE NGUYEN NHIEM,0e3b9eb0907e444382efb68a2ee2d66d,7.0,Le Nguyen Nhiem is likely a sales representative working for MHS Group,c5f6715ab31e48c9b1b1b5b8789a5734,107,19,1,20,"{'human_readable_id': 107, 'source': 'MHS GROUP', 'target': 'LE NGUYEN NHIEM', 'description': 'Le Nguyen Nhiem is likely a sales representative working for MHS Group', 'rank': 20}"
MHS GROUP,TRAN DIEU HUONG,06965bde90114e1094304cbc9e630687,7.0,Tran Dieu Huong is likely a sales representative associated with MHS Group,c5f6715ab31e48c9b1b1b5b8789a5734,108,19,1,20,"{'human_readable_id': 108, 'source': 'MHS GROUP', 'target': 'TRAN DIEU HUONG', 'description': 'Tran Dieu Huong is likely a sales representative associated with MHS Group', 'rank': 20}"
MHS GROUP,BUI VAN TAM,074c9c7070ae43d891681c0087816105,7.0,Bui Van Tam is likely a sales representative working under MHS Group,c5f6715ab31e48c9b1b1b5b8789a5734,109,19,1,20,"{'human_readable_id': 109, 'source': 'MHS GROUP', 'target': 'BUI VAN TAM', 'description': 'Bui Van Tam is likely a sales representative working under MHS Group', 'rank': 20}"
MHS GROUP,DANG DUC SU,f21bc168895247458e4b7aac217a4114,7.0,Dang Duc Su is likely a sales representative associated with MHS Group,c5f6715ab31e48c9b1b1b5b8789a5734,110,19,1,20,"{'human_readable_id': 110, 'source': 'MHS GROUP', 'target': 'DANG DUC SU', 'description': 'Dang Duc Su is likely a sales representative associated with MHS Group', 'rank': 20}"
MHS GROUP,PHAN PHUOC AN,12f9c43fcba04f9cace9a5dc26241c12,7.0,Phan Phuoc An is likely a sales representative working for MHS Group,c5f6715ab31e48c9b1b1b5b8789a5734,111,19,2,21,"{'human_readable_id': 111, 'source': 'MHS GROUP', 'target': 'PHAN PHUOC AN', 'description': 'Phan Phuoc An is likely a sales representative working for MHS Group', 'rank': 21}"
MHS GROUP,VU PHAN THE,c9187071431e4ae0b35aad968c070b94,7.0,Vu Phan The is likely a sales representative working under MHS Group,c5f6715ab31e48c9b1b1b5b8789a5734,112,19,1,20,"{'human_readable_id': 112, 'source': 'MHS GROUP', 'target': 'VU PHAN THE', 'description': 'Vu Phan The is likely a sales representative working under MHS Group', 'rank': 20}"
MHS GROUP,PHAM THANH VINH,770f6cb8659b4cf5ad9d4c044bbc2e96,7.0,Pham Thanh Vinh is likely a sales representative associated with MHS Group,c5f6715ab31e48c9b1b1b5b8789a5734,113,19,2,21,"{'human_readable_id': 113, 'source': 'MHS GROUP', 'target': 'PHAM THANH VINH', 'description': 'Pham Thanh Vinh is likely a sales representative associated with MHS Group', 'rank': 21}"
MHS GROUP,NGUYEN VU VAN LAM,8f20fc053994483c9fd97d7d38e308f4,7.0,Nguyen Vu Van Lam is likely a sales representative working for MHS Group,c5f6715ab31e48c9b1b1b5b8789a5734,114,19,1,20,"{'human_readable_id': 114, 'source': 'MHS GROUP', 'target': 'NGUYEN VU VAN LAM', 'description': 'Nguyen Vu Van Lam is likely a sales representative working for MHS Group', 'rank': 20}"
5 FACTORS EXECUTION FOCUSES,GOING FOR GOLD,0cfbca7f3924414f9aa5a87cdf2f4981,7.0,Going for Gold is part of the 5 Factors Execution Focuses aimed at enhancing service outlet performance,f7ea396c2cda4789bbe9a2bca7bcc3a8,115,2,1,3,"{'human_readable_id': 115, 'source': '5 FACTORS EXECUTION FOCUSES', 'target': 'GOING FOR GOLD', 'description': 'Going for Gold is part of the 5 Factors Execution Focuses aimed at enhancing service outlet performance', 'rank': 3}"
5 FACTORS EXECUTION FOCUSES,GOING FOR SILVER,9d706e5c64804d6ba3b300e9de3bcb31,1.0,Going for Silver is part of the 5 Factors Execution Focuses aimed at improving service outlet performance,f7ea396c2cda4789bbe9a2bca7bcc3a8,116,2,1,3,"{'human_readable_id': 116, 'source': '5 FACTORS EXECUTION FOCUSES', 'target': 'GOING FOR SILVER', 'description': 'Going for Silver is part of the 5 Factors Execution Focuses aimed at improving service outlet performance', 'rank': 3}"
THUMS UP,GOING FOR BRONZE,3dcb38f792ff48b39715745a1810060b,5.0,Thums Up's involvement in the event suggests a competitive relationship,afac43fa2f364295b7364675c5518400,117,3,3,6,"{'human_readable_id': 117, 'source': 'THUMS UP', 'target': 'GOING FOR BRONZE', 'description': ""Thums Up's involvement in the event suggests a competitive relationship"", 'rank': 6}"
COCA-COLA BEVERAGES,HANOI,5c082bfb956146cfb92124b0b2a5dea2,7.0,"Coca-Cola Beverages operates in Hanoi, analyzing market performance in the capital city of Vietnam",730be08ff471429b9408ebb2d52db381,118,15,8,23,"{'human_readable_id': 118, 'source': 'COCA-COLA BEVERAGES', 'target': 'HANOI', 'description': 'Coca-Cola Beverages operates in Hanoi, analyzing market performance in the capital city of Vietnam', 'rank': 23}"
COCA-COLA BEVERAGES,CUULONG,a9742ab745914f9aa90ad9aef4705e23,7.0,Coca-Cola Beverages tracks market performance in the Cuulong region,730be08ff471429b9408ebb2d52db381,119,15,2,17,"{'human_readable_id': 119, 'source': 'COCA-COLA BEVERAGES', 'target': 'CUULONG', 'description': 'Coca-Cola Beverages tracks market performance in the Cuulong region', 'rank': 17}"
COCA-COLA BEVERAGES,DONGBAC,279198d697084a03a76ab0d1944f4a07,7.0,Coca-Cola Beverages tracks market performance in the Dongbac region,730be08ff471429b9408ebb2d52db381,120,15,1,16,"{'human_readable_id': 120, 'source': 'COCA-COLA BEVERAGES', 'target': 'DONGBAC', 'description': 'Coca-Cola Beverages tracks market performance in the Dongbac region', 'rank': 16}"
COCA-COLA BEVERAGES,DONGNAM,3d1c3492a5124f82b143ac945f518a56,7.0,Coca-Cola Beverages tracks market performance in the Dongnam region,730be08ff471429b9408ebb2d52db381,121,15,2,17,"{'human_readable_id': 121, 'source': 'COCA-COLA BEVERAGES', 'target': 'DONGNAM', 'description': 'Coca-Cola Beverages tracks market performance in the Dongnam region', 'rank': 17}"
COCA-COLA BEVERAGES,MIENNAM,297ed2b7685544488cfc1ec68d70a87a,7.0,Coca-Cola Beverages tracks market performance in the Miennam region,730be08ff471429b9408ebb2d52db381,122,15,2,17,"{'human_readable_id': 122, 'source': 'COCA-COLA BEVERAGES', 'target': 'MIENNAM', 'description': 'Coca-Cola Beverages tracks market performance in the Miennam region', 'rank': 17}"
COCA-COLA BEVERAGES,MIENTRUNG,3ea532b311384ae8b3869df82c347bdc,7.0,Coca-Cola Beverages tracks market performance in the Mientrung region,730be08ff471429b9408ebb2d52db381,123,15,2,17,"{'human_readable_id': 123, 'source': 'COCA-COLA BEVERAGES', 'target': 'MIENTRUNG', 'description': 'Coca-Cola Beverages tracks market performance in the Mientrung region', 'rank': 17}"
COCA-COLA BEVERAGES,MIENTAY,e72579907b4a46edb2cf479583abcc5d,7.0,Coca-Cola Beverages tracks market performance in the Mientay region,730be08ff471429b9408ebb2d52db381,124,15,2,17,"{'human_readable_id': 124, 'source': 'COCA-COLA BEVERAGES', 'target': 'MIENTAY', 'description': 'Coca-Cola Beverages tracks market performance in the Mientay region', 'rank': 17}"
COCA-COLA BEVERAGES,SAIGON,c60f9805c65243ec9fd2a266c4a64042,7.0,"Coca-Cola Beverages operates in Saigon, analyzing market performance in this major city",730be08ff471429b9408ebb2d52db381,125,15,4,19,"{'human_readable_id': 125, 'source': 'COCA-COLA BEVERAGES', 'target': 'SAIGON', 'description': 'Coca-Cola Beverages operates in Saigon, analyzing market performance in this major city', 'rank': 19}"
COCA-COLA BEVERAGES,INDEX 1A: GOING FOR GOLD,f3f2742804a54e3694b3a14ccc3f9ede,5.0,"The event ""Going for Gold"" relates to Coca-Cola Beverages' market performance metrics",730be08ff471429b9408ebb2d52db381,126,15,1,16,"{'human_readable_id': 126, 'source': 'COCA-COLA BEVERAGES', 'target': 'INDEX 1A: GOING FOR GOLD', 'description': 'The event ""Going for Gold"" relates to Coca-Cola Beverages\' market performance metrics', 'rank': 16}"
COCA-COLA BEVERAGES,INDEX 1B: GOING FOR SILVER,1f827a15eb594ad782c83b52810b5555,5.0,"The event ""Going for Silver"" relates to Coca-Cola Beverages' market performance metrics",730be08ff471429b9408ebb2d52db381,127,15,1,16,"{'human_readable_id': 127, 'source': 'COCA-COLA BEVERAGES', 'target': 'INDEX 1B: GOING FOR SILVER', 'description': 'The event ""Going for Silver"" relates to Coca-Cola Beverages\' market performance metrics', 'rank': 16}"
COCA-COLA BEVERAGES,INDEX 1C: GOING FOR BRONZE,7ce22857e4964087898c3baef61e518a,5.0,"The event ""Going for Bronze"" relates to Coca-Cola Beverages' market performance metrics",730be08ff471429b9408ebb2d52db381,128,15,1,16,"{'human_readable_id': 128, 'source': 'COCA-COLA BEVERAGES', 'target': 'INDEX 1C: GOING FOR BRONZE', 'description': 'The event ""Going for Bronze"" relates to Coca-Cola Beverages\' market performance metrics', 'rank': 16}"
COCA-COLA BEVERAGES,INDEX 2A: ACTIVE BY BRAND,0943bd32a59c45bbb1927ef7dd2eb253,5.0,"The event ""Active by Brand"" analyzes the activity levels of Coca-Cola Beverages' brands",730be08ff471429b9408ebb2d52db381,129,15,4,19,"{'human_readable_id': 129, 'source': 'COCA-COLA BEVERAGES', 'target': 'INDEX 2A: ACTIVE BY BRAND', 'description': 'The event ""Active by Brand"" analyzes the activity levels of Coca-Cola Beverages\' brands', 'rank': 19}"
COCA-COLA BEVERAGES,INDEX 2B: ACTIVE OUTLET,09370162c7b042778750666405b1680b,5.0,"The event ""Active Outlet"" indicates the percentage of active outlets for Coca-Cola Beverages",730be08ff471429b9408ebb2d52db381,130,15,1,16,"{'human_readable_id': 130, 'source': 'COCA-COLA BEVERAGES', 'target': 'INDEX 2B: ACTIVE OUTLET', 'description': 'The event ""Active Outlet"" indicates the percentage of active outlets for Coca-Cola Beverages', 'rank': 16}"
COCA-COLA BEVERAGES,INDEX 3: SKU/ ORDER & SKU/OUTLET,88826a0ac71643ff96430178750757cb,5.0,"The event ""SKU/ Order & SKU/Outlet"" analyzes the SKU performance for Coca-Cola Beverages",730be08ff471429b9408ebb2d52db381,131,15,1,16,"{'human_readable_id': 131, 'source': 'COCA-COLA BEVERAGES', 'target': 'INDEX 3: SKU/ ORDER & SKU/OUTLET', 'description': 'The event ""SKU/ Order & SKU/Outlet"" analyzes the SKU performance for Coca-Cola Beverages', 'rank': 16}"
COCA-COLA BEVERAGES,INDEX 4: NET NEW OUTLET,158a1cecaab4495ca132aa857fae16a7,1.0,"The event ""Net New Outlet"" indicates the number of new and reopened outlets for Coca-Cola Beverages",730be08ff471429b9408ebb2d52db381,132,15,1,16,"{'human_readable_id': 132, 'source': 'COCA-COLA BEVERAGES', 'target': 'INDEX 4: NET NEW OUTLET', 'description': 'The event ""Net New Outlet"" indicates the number of new and reopened outlets for Coca-Cola Beverages', 'rank': 16}"
HANOI,SAIGON,4abc22ff8b9f4936a3e3a1689f3bfc7f,7.0,"Hanoi and Saigon are two major cities in Vietnam, serving as cultural and economic centers",3379c950b18a47619846581a4e90576e,133,8,4,12,"{'human_readable_id': 133, 'source': 'HANOI', 'target': 'SAIGON', 'description': 'Hanoi and Saigon are two major cities in Vietnam, serving as cultural and economic centers', 'rank': 12}"
HANOI,MEKONG,02510d1944d848b1b69647caf6d6ca77,5.0,"The Mekong River flows through Vietnam, impacting the economy and culture of Hanoi",3379c950b18a47619846581a4e90576e,134,8,3,11,"{'human_readable_id': 134, 'source': 'HANOI', 'target': 'MEKONG', 'description': 'The Mekong River flows through Vietnam, impacting the economy and culture of Hanoi', 'rank': 11}"
HANOI,THANH HOA,41e637575a6945b3add152ca0081c82d,4.0,"Thanh Hoa is a province that is geographically close to Hanoi, influencing its economy",3379c950b18a47619846581a4e90576e,135,8,3,11,"{'human_readable_id': 135, 'source': 'HANOI', 'target': 'THANH HOA', 'description': 'Thanh Hoa is a province that is geographically close to Hanoi, influencing its economy', 'rank': 11}"
HANOI,MIENTAY,b6c78b419e7f4f44bc5223196d3dfdc6,3.0,Mientay is a region that influences the agricultural supply chain to Hanoi,3379c950b18a47619846581a4e90576e,136,8,2,10,"{'human_readable_id': 136, 'source': 'HANOI', 'target': 'MIENTAY', 'description': 'Mientay is a region that influences the agricultural supply chain to Hanoi', 'rank': 10}"
HANOI,DANANG,3b0897f1e281464cbbb9ba8c5f829646,3.0,Danang and Hanoi are both cities in Vietnam referenced in performance metrics,189704e0897640aa94c023351521d856,137,8,4,12,"{'human_readable_id': 137, 'source': 'HANOI', 'target': 'DANANG', 'description': 'Danang and Hanoi are both cities in Vietnam referenced in performance metrics', 'rank': 12}"
HANOI,HCMC HUB,3f29bdca5ede45c3b641e86ff3e9bfca,3.0,HCMC Hub and Hanoi are both significant locations in Vietnam mentioned in performance metrics,189704e0897640aa94c023351521d856,138,8,2,10,"{'human_readable_id': 138, 'source': 'HANOI', 'target': 'HCMC HUB', 'description': 'HCMC Hub and Hanoi are both significant locations in Vietnam mentioned in performance metrics', 'rank': 10}"
HANOI,HPLT,0c799dfeeca34047b327150106633818,3.0,Hanoi and HPLT are both significant locations in Vietnam mentioned in performance metrics,189704e0897640aa94c023351521d856,139,8,2,10,"{'human_readable_id': 139, 'source': 'HANOI', 'target': 'HPLT', 'description': 'Hanoi and HPLT are both significant locations in Vietnam mentioned in performance metrics', 'rank': 10}"
CUULONG,SAIGON,075e59f221834a168cce37eb4029377c,3.0,Cuulong is a region that contributes to the agricultural economy surrounding Saigon,3379c950b18a47619846581a4e90576e,140,2,4,6,"{'human_readable_id': 140, 'source': 'CUULONG', 'target': 'SAIGON', 'description': 'Cuulong is a region that contributes to the agricultural economy surrounding Saigon', 'rank': 6}"
DONGNAM,HCMC,a5fd53dee666442ea062e69feaaf767e,4.0,"Dongnam is a region that includes HCMC, playing a vital role in its urban development",3379c950b18a47619846581a4e90576e,141,2,7,9,"{'human_readable_id': 141, 'source': 'DONGNAM', 'target': 'HCMC', 'description': 'Dongnam is a region that includes HCMC, playing a vital role in its urban development', 'rank': 9}"
MIENNAM,HCMC,41680a88dbfd4aff847e24c0889a678e,4.0,"Miennam is a region that interacts economically with HCMC, contributing to its growth",3379c950b18a47619846581a4e90576e,142,2,7,9,"{'human_readable_id': 142, 'source': 'MIENNAM', 'target': 'HCMC', 'description': 'Miennam is a region that interacts economically with HCMC, contributing to its growth', 'rank': 9}"
