id,name,type,description,human_readable_id,graph_embedding,text_unit_ids
f5e4d5f81918453e904defc076aa4f32,FUZETEA,ORGANIZATION,FUZETEA is a beverage brand that appears in the product listings.,121,,807ab2b7739147098735831faba6b880
4bf3f3dc526f4f6689d9b3f18d399862,STING,ORGANIZATION,STING is a beverage brand included in the product listings.,122,,807ab2b7739147098735831faba6b880
142550ecb90f4e90822a966c47a701a6,PREDATOR,ORGANIZATION,"PREDATOR is a brand associated with beverage products, as indicated in the listings.",123,,807ab2b7739147098735831faba6b880
ba3ff9e252b14495933f1de4b7336ffa,LEMOR,ORGANIZATION,LEMOR is a beverage brand mentioned in the product listings.,124,,807ab2b7739147098735831faba6b880
b210d732b80d4b7ebb2328de58369b2f,SUNNOH,ORGANIZATION,"SUNNOH is a brand associated with beverage products, as indicated in the listings.",125,,807ab2b7739147098735831faba6b880
2aae1c64fb914017b68feb9c54215a35,HUNGPP,PERSON,"HUNGPP is likely a brand or product line that has been evaluated across various performance metrics.HUNGPP is an organization referenced in the context of SKU/Outlet data.HUNGPP is an organization involved in various performance metrics, showing high percentages across different indices.",126,,"753e94c93b9d47a594e3d045719e1072,edf5c99c140d47569a2dd3824f41ac7c,807ab2b7739147098735831faba6b880"
75be77e020024f539b8a61fbdf3b727c,THUALTC,PERSON,"THUALTC is an organization referenced in the context of SKU/Outlet data.THUALTC is likely a brand or product line that has been evaluated across various performance metrics.THUALTC is an organization that has reported performance metrics, consistently achieving high percentages in various indices.",127,,"753e94c93b9d47a594e3d045719e1072,edf5c99c140d47569a2dd3824f41ac7c,807ab2b7739147098735831faba6b880"
48716d04313c4247ab2b3b40b0963241,THUALTN,PERSON,"THUALTN is likely a brand or product line that has been evaluated across various performance metrics.THUALTN is an organization noted for its performance metrics, with high percentages across multiple indices.THUALTN is an organization referenced in the context of SKU/Outlet data.",128,,"753e94c93b9d47a594e3d045719e1072,edf5c99c140d47569a2dd3824f41ac7c,807ab2b7739147098735831faba6b880"
9702ec8520944cffa413dc1a47459ba5,HUNGLTC,PERSON,"HUNGLTC is an organization referenced in the context of SKU/Outlet data.HUNGLTC is an organization recognized for its performance metrics, showing significant percentages in various indices.HUNGLTC is likely a brand or product line that has been evaluated across various performance metrics.",129,,"753e94c93b9d47a594e3d045719e1072,edf5c99c140d47569a2dd3824f41ac7c,807ab2b7739147098735831faba6b880"
e159592ca34544e0a9518345e83a7390,HUNGLTN,PERSON,"HUNGLTN is an organization referenced in the context of SKU/Outlet data.HUNGLTN is an organization that has reported performance metrics, achieving notable percentages in various indices.HUNGLTN is likely a brand or product line that has been evaluated across various performance metrics.",130,,"753e94c93b9d47a594e3d045719e1072,edf5c99c140d47569a2dd3824f41ac7c,807ab2b7739147098735831faba6b880"
adeca395141e49009dc5a2eafc9e837e,THLNC,PERSON,THLNC is likely a brand or product line that has been evaluated across various performance metrics.THLNC is an organization that has shown performance metrics with high percentages across different indices.THLNC is an organization referenced in the context of SKU/Outlet data.,131,,"753e94c93b9d47a594e3d045719e1072,edf5c99c140d47569a2dd3824f41ac7c,807ab2b7739147098735831faba6b880"
c21b9a607e3c43e0874ebaeeee67165f,THLNTN,PERSON,"THLNTN is likely a brand or product line that has been evaluated across various performance metrics.THLNTN is an organization that has reported performance metrics, achieving high percentages in various indices.THLNTN is an organization referenced in the context of SKU/Outlet data.",132,,"753e94c93b9d47a594e3d045719e1072,edf5c99c140d47569a2dd3824f41ac7c,807ab2b7739147098735831faba6b880"
9032e8ba558c4a4ab00309898c87ef0a,THCXG,PERSON,"THCXG is likely a brand or product line that has been evaluated across various performance metrics.THCXG is an organization referenced in the context of SKU/Outlet data.THCXG is an organization that has shown performance metrics, with notable percentages across various indices.",133,,"753e94c93b9d47a594e3d045719e1072,edf5c99c140d47569a2dd3824f41ac7c,807ab2b7739147098735831faba6b880"
addf85fc53b54662923f36af6af0db95,HUNGXG,PERSON,"HUNGXG is an organization referenced in the context of SKU/Outlet data.HUNGXG is likely a brand or product line that has been evaluated across various performance metrics.HUNGXG is an organization involved in performance metrics, consistently achieving high percentages across different indices.",134,,"753e94c93b9d47a594e3d045719e1072,edf5c99c140d47569a2dd3824f41ac7c,807ab2b7739147098735831faba6b880"
c5dd7119653a4700a15b7592ced2bdf1,1.5L,PRODUCT,1.5L is a volume measurement commonly used for beverage packaging.,135,,807ab2b7739147098735831faba6b880
b4e6cad7aa0c4fed8fc0bf6b1296e48e,1.5L PET,PRODUCT,1.5L PET refers to a specific type of beverage packaging made from PET plastic.,136,,807ab2b7739147098735831faba6b880
66eae01c42c44f75ab4eadc2c2dde541,24X330ML,PRODUCT,24x330ml indicates a packaging format containing 24 units of 330ml beverages.,137,,807ab2b7739147098735831faba6b880
984dee01d7594d7b94d90092a1292029,6X330ML,PRODUCT,6x330ml indicates a packaging format containing 6 units of 330ml beverages.,138,,807ab2b7739147098735831faba6b880
b16392f323334772b03a9e807e227422,350ML CAN,PRODUCT,350ml CAN refers to a beverage packaged in a 350ml can.,139,,807ab2b7739147098735831faba6b880
57577b3242b241748a4fe7ab0f085e69,330ML CAN,PRODUCT,330ml CAN refers to a beverage packaged in a 330ml can.,140,,807ab2b7739147098735831faba6b880
68db3874807049fe8b8eae148dfb8db8,500 ML,,,141,,807ab2b7739147098735831faba6b880
36e74c79539c40d189bcf9d27756843c,LNVPT,ORGANIZATION,"LNVPT is an organization that has reported very high performance metrics, achieving a 100% score in one index.",142,,753e94c93b9d47a594e3d045719e1072
f5bd59f6ec42432cba552db3f6685edf,SDHLB,ORGANIZATION,"SDHLB is an organization that has shown high performance metrics, with a 99% score in one index.",143,,753e94c93b9d47a594e3d045719e1072
415cf0b5aec54b7087ba00d8dc1dfc86,TONGTC,ORGANIZATION,"TONGTC is an organization recognized for its performance metrics, achieving a 96% score in one index.",144,,753e94c93b9d47a594e3d045719e1072
c3bf0584965845a1ba1b72fb12cf49e7,SDCXG,ORGANIZATION,"SDCXG is an organization that has reported performance metrics, achieving a 91% score in one index.",145,,753e94c93b9d47a594e3d045719e1072
36faf9b460b34d14896ab75bcc9d85e0,SDPPTN,ORGANIZATION,"SDPPTN is an organization that has shown performance metrics, achieving a 90% score in one index.",146,,753e94c93b9d47a594e3d045719e1072
414817e00ac249d5b13696f18aed7758,SDPPTC,ORGANIZATION,"SDPPTC is an organization that has reported performance metrics, achieving a 90% score in one index.",147,,753e94c93b9d47a594e3d045719e1072
f5b9f832c1ad4d0e9d2e1435a703ba50,TONLTN,ORGANIZATION,"TONLTN is an organization recognized for its performance metrics, achieving an 80% score in one index.",148,,753e94c93b9d47a594e3d045719e1072
b1d46f2f4923460aba02df4d4fcaf933,TONLTC,ORGANIZATION,"TONLTC is an organization that has shown performance metrics, achieving an 80% score in one index.",149,,753e94c93b9d47a594e3d045719e1072
0ef94d31125b4002a4fc71844c4b4214,HNALTC,ORGANIZATION,"HNALTC is an organization that has reported performance metrics, achieving an 85% score in one index.",150,,753e94c93b9d47a594e3d045719e1072
e14aea9452404235ae08a354b2c3aa0d,DURGPO,ORGANIZATION,DURGPO is an organization referenced in the context of performance metrics.,151,,edf5c99c140d47569a2dd3824f41ac7c
4bec9d0f2aec4eeb92a0f366292899f2,DUEGT,ORGANIZATION,DUEGT is an organization referenced in the context of performance metrics.,152,,edf5c99c140d47569a2dd3824f41ac7c
70349ab360f4467fab23f73ce8ef6c1c,DUNT,ORGANIZATION,DUNT is an organization referenced in the context of performance metrics.,153,,edf5c99c140d47569a2dd3824f41ac7c
402ea5d6bdfb48eea92cc40532a8b50b,DURG DV,ORGANIZATION,DURG DV is an organization referenced in the context of performance metrics.,154,,edf5c99c140d47569a2dd3824f41ac7c
675463f025f040df8074cd424c7cbf33,GUORG,ORGANIZATION,GUORG is an organization referenced in the context of performance metrics.,155,,edf5c99c140d47569a2dd3824f41ac7c
98d9d48089ea479991b1a71ff59a9abc,DONG CN,ORGANIZATION,DONG CN is an organization referenced in the context of performance metrics.,156,,edf5c99c140d47569a2dd3824f41ac7c
b10a96a4d917476bbbaa5a0484f88ee0,DONG GT,ORGANIZATION,DONG GT is an organization referenced in the context of performance metrics.,157,,edf5c99c140d47569a2dd3824f41ac7c
b84d133d3207405fa018bbc0d594d356,DONG DV,ORGANIZATION,DONG DV is an organization referenced in the context of performance metrics.,158,,edf5c99c140d47569a2dd3824f41ac7c
f652a81fa8af45feaccf4f028105955f,DUONG,ORGANIZATION,DUONG is an organization referenced in the context of performance metrics.,159,,edf5c99c140d47569a2dd3824f41ac7c
2e737ce78e794b10b15bbfa22099dda9,KGIANG,ORGANIZATION,KGIANG is an organization referenced in the context of performance metrics.,160,,edf5c99c140d47569a2dd3824f41ac7c
601353488186453ab50510fbc1e1d477,LAMDG,ORGANIZATION,LAMDG is an organization referenced in the context of performance metrics.,161,,edf5c99c140d47569a2dd3824f41ac7c
71bde4692cb944ce81a5fe95e77ede45,LONGAN,ORGANIZATION,LONGAN is an organization referenced in the context of performance metrics.,162,,edf5c99c140d47569a2dd3824f41ac7c
7a98d8c77bb4492984fd6d895eac3b4f,V.LONG,ORGANIZATION,V.LONG is an organization referenced in the context of active outlet performance.,163,,edf5c99c140d47569a2dd3824f41ac7c
91fbadebc9754e79a014cb2ee06da3dd,KIEN GIANG,GEO,"Kien Giang is a province in Vietnam, known for its islands and tourism, particularly Phu Quoc.KIEN GIANG is a region referenced in the context of active outlet performance.",164,,"e8e436dd4b2f4ed595e48df5315a2f9f,edf5c99c140d47569a2dd3824f41ac7c"
5f7efee091644497b376ae91ab52f469,TIEN GIANG,GEO,"Tien Giang is a province in Vietnam, recognized for its fruit orchards and riverine culture.TIEN GIANG is a region referenced in the context of active outlet performance.",165,,"e8e436dd4b2f4ed595e48df5315a2f9f,edf5c99c140d47569a2dd3824f41ac7c"
a68f92c8299841358ce613da2dfe2ce4,AN GIANG,GEO,AN GIANG is a region referenced in the context of active outlet performance.,166,,edf5c99c140d47569a2dd3824f41ac7c
c253c98f5b514a49aef74bcf9bff8ab9,TRAN GIANG,GEO,TRAN GIANG is a region referenced in the context of active outlet performance.,167,,edf5c99c140d47569a2dd3824f41ac7c
9ae057b02c854a26a04eb70b10d87107,DONG THAP,GEO,"DONG THAP is a region referenced in the context of active outlet performance.Dong Thap is a province in Vietnam, known for its rich agricultural land and diverse flora and fauna.",168,,"e8e436dd4b2f4ed595e48df5315a2f9f,edf5c99c140d47569a2dd3824f41ac7c"
eced9fdfaf4f4ab8b55cc02f547d3903,BEN TRE,GEO,"Ben Tre is a province in Vietnam, famous for its coconut production and scenic waterways.BEN TRE is a region referenced in the context of active outlet performance.",169,,"e8e436dd4b2f4ed595e48df5315a2f9f,edf5c99c140d47569a2dd3824f41ac7c"
c1d6a59d6eb94ca6a52e5e3467f7e03c,CAN THO,GEO,CAN THO is a region referenced in the context of active outlet performance.,170,,edf5c99c140d47569a2dd3824f41ac7c
917645740d094cda84b2c5f69e24cca1,SOC TRANG,GEO,"SOC TRANG is a region referenced in the context of active outlet performance.Soc Trang is a province in Vietnam, known for its vibrant Khmer culture and traditional festivals.",171,,"e8e436dd4b2f4ed595e48df5315a2f9f,edf5c99c140d47569a2dd3824f41ac7c"
a364b052de2c4b15940525e7d3d7876d,DONGDV,ORGANIZATION,DONGDV is an organization referenced in the context of performance metrics.,172,,edf5c99c140d47569a2dd3824f41ac7c
6e9581a7d509453a8d41271bb3487b97,BENTN,ORGANIZATION,BENTN is an organization referenced in the context of performance metrics.,173,,edf5c99c140d47569a2dd3824f41ac7c
ed4394682fa44c2896070490034406a3,DALAT,ORGANIZATION,DALAT is an organization referenced in the context of performance metrics.,174,,edf5c99c140d47569a2dd3824f41ac7c
9d83394df0a24393a185bf4daa566e0d,DNGN,ORGANIZATION,DNGN is an organization referenced in the context of performance metrics.,175,,edf5c99c140d47569a2dd3824f41ac7c
aeab48ceb1b8470fbfd3938cd9eac383,VINHLONG,GEO,VINHLONG is a region referenced in the context of active outlet performance.,176,,edf5c99c140d47569a2dd3824f41ac7c
770360ddd57c47ea8db8a8c65848417c,CAMAU,GEO,CAMAU is a region referenced in the context of active outlet performance.,177,,edf5c99c140d47569a2dd3824f41ac7c
f841f22e7d5f4e3287177c52c292c489,DONGCN,,,178,,edf5c99c140d47569a2dd3824f41ac7c
59be1ba3cb1f46058a20d18d1b74b3bc,CANTHO,GEO,"Can Tho is a city in Vietnam, known for its agricultural production and as a regional economic center.",179,,e8e436dd4b2f4ed595e48df5315a2f9f
09af9c7a87b34ed89ea8911cbde53cea,ANGIANG,GEO,"An Giang is a province in Vietnam, located in the Mekong Delta, known for its rice production and cultural diversity.",180,,e8e436dd4b2f4ed595e48df5315a2f9f
6a974b5332c741ad95b6f06e9443d7aa,BACLIEU,GEO,"Bac Lieu is a coastal province in Vietnam, recognized for its seafood industry and cultural heritage.",181,,e8e436dd4b2f4ed595e48df5315a2f9f
6f75e3b40fb1481e86380a47a28e2b72,SOCTRANG,GEO,"Soc Trang is a province in Vietnam, famous for its Khmer culture and traditional festivals.",182,,e8e436dd4b2f4ed595e48df5315a2f9f
33d064f3e7b54f81a52f6c3009beda29,HAUGIANG,GEO,"Hau Giang is a province in Vietnam, part of the Mekong Delta, known for its agricultural activities.",183,,e8e436dd4b2f4ed595e48df5315a2f9f
7eca535ea674427a84888002e03ec281,VINH LONG,GEO,"Vinh Long is a province in Vietnam, located in the Mekong Delta, known for its agriculture and waterways.",184,,e8e436dd4b2f4ed595e48df5315a2f9f
54fdb7eb50204e758ed61fb19eca1be2,VU PHAN THE LAN,PERSON,"Vu Phan The Lan is a service outlet representative in the region, involved in sales and distribution.",185,,e8e436dd4b2f4ed595e48df5315a2f9f
f3657a8c65894e88913db4d73a74a823,PHAM THANH VINH,PERSON,"Pham Thanh Vinh is a service outlet representative known for high performance in sales.Pham Thanh Vinh is another individual linked to the data, possibly a sales representative.",186,,"e8e436dd4b2f4ed595e48df5315a2f9f,c5f6715ab31e48c9b1b1b5b8789a5734"
5e9a05718ff347a291dc40b9adf92baa,NGUYEN VU VAN LOAN,PERSON,Nguyen Vu Van Loan is a service outlet representative with a strong sales record.,187,,e8e436dd4b2f4ed595e48df5315a2f9f
12e86da651de406eb94fe6c4f39fbafa,PHAM LY TRONG,PERSON,Pham Ly Trong is a service outlet representative recognized for excellent sales performance.,188,,e8e436dd4b2f4ed595e48df5315a2f9f
ea8f07aeec934d1f98f38c93391fe25c,LE VAN CHINH,PERSON,Le Van Chinh is a service outlet representative noted for consistent sales achievements.,189,,e8e436dd4b2f4ed595e48df5315a2f9f
cd8b50d9fca84f9480cb4a7c58b6094e,HO VAN DUC,PERSON,Ho Van Duc is a service outlet representative with a strong focus on customer service.,190,,e8e436dd4b2f4ed595e48df5315a2f9f
2e400ffbfdbd403b8e77d2b6bd6d96eb,NGUYEN VIET BAO,PERSON,Nguyen Viet Bao is a service outlet representative known for high sales efficiency.,191,,e8e436dd4b2f4ed595e48df5315a2f9f
845c59514345447f952fba0bdbccb422,NGUYEN DANG QUOC PHONG,PERSON,Nguyen Dang Quoc Phong is a service outlet representative recognized for outstanding sales performance.,192,,e8e436dd4b2f4ed595e48df5315a2f9f
b1dd985fd83f4eb38b1a23b5ca1febfb,NGUYEN THI HANG,PERSON,Nguyen Thi Hang is a service outlet representative known for her contributions to sales growth.,193,,e8e436dd4b2f4ed595e48df5315a2f9f
9567ee31193c48fdb70a4f25c53fe8e2,NGUYEN TIEN LUC,PERSON,Nguyen Tien Luc is a service outlet representative noted for his effective sales strategies.,194,,e8e436dd4b2f4ed595e48df5315a2f9f
7b2f7a44bc7443eeabf47e6484aaf23e,DOAN CONG MAN,PERSON,Doan Cong Man is a service outlet representative recognized for his sales achievements.,195,,e8e436dd4b2f4ed595e48df5315a2f9f
70a4cd1b0806449f9530579460dfca23,PHAM THI XUAN THUY,PERSON,"Pham Thi Xuan Thuy is an individual associated with the data provided, potentially indicating performance metrics or statistics related to their activities.Pham Thi Xuan Thuy is a service outlet representative known for her sales performance.",196,,"bc9b9822ef754af7a9c2cecd819258d8,e8e436dd4b2f4ed595e48df5315a2f9f"
5ecca921ca494561afc6615d5d35fd32,HUYNH THANH TUNG,PERSON,"Huynh Thanh Tung is an individual associated with the data provided, potentially indicating performance metrics or statistics related to their activities.",197,,bc9b9822ef754af7a9c2cecd819258d8
79abda7a595e41b4b1852967adeecc15,TRUONG VAN HUY,PERSON,"Truong Van Huy is an individual associated with the data provided, potentially indicating performance metrics or statistics related to their activities.",198,,bc9b9822ef754af7a9c2cecd819258d8
0060756ca1db42beaa750ec39686c9fb,NGUYEN PHUC LAM,PERSON,"Nguyen Phuc Lam is an individual associated with the data provided, potentially indicating performance metrics or statistics related to their activities.",199,,bc9b9822ef754af7a9c2cecd819258d8
8ac05a4d076749e687b84c2523ced245,NGUYEN THI THANH THAO,PERSON,"Nguyen Thi Thanh Thao is an individual associated with the data provided, potentially indicating performance metrics or statistics related to their activities.",200,,bc9b9822ef754af7a9c2cecd819258d8
fb4fa5388c05439984f43464d607db47,PHAM QUANG LOI,PERSON,"Pham Quang Loi is an individual associated with the data provided, potentially indicating performance metrics or statistics related to their activities.",201,,bc9b9822ef754af7a9c2cecd819258d8
dc2ca3ad8ff4426ab2e1ef1c2409c2ed,NGUYEN THAI SINH,PERSON,"Nguyen Thai Sinh is an individual associated with the data provided, potentially indicating performance metrics or statistics related to their activities.",202,,bc9b9822ef754af7a9c2cecd819258d8
fe0747109b4f46afad0750ef765ad4eb,PHAN PHUOC AN,PERSON,"Phan Phuoc An is mentioned in the performance metrics, likely a participant in sales activities.Phan Phuoc An is an individual associated with the data provided, potentially indicating performance metrics or statistics related to their activities.",203,,"bc9b9822ef754af7a9c2cecd819258d8,c5f6715ab31e48c9b1b1b5b8789a5734"
2edddf65680c479da4792c4c50392203,TRAN VAN TIEN,PERSON,"Tran Van Tien is an individual associated with the data provided, potentially indicating performance metrics or statistics related to their activities.",204,,bc9b9822ef754af7a9c2cecd819258d8
bb8492bd7c454161a57527459b7b4374,NGUYEN VAN BANG,PERSON,"Nguyen Van Bang is an individual associated with the data provided, potentially indicating performance metrics or statistics related to their activities.",205,,bc9b9822ef754af7a9c2cecd819258d8
40436a72826b4573ba1f592acb82fcb2,LE VAN PHUNG,PERSON,"Le Van Phung is an individual associated with the data provided, potentially indicating performance metrics or statistics related to their activities.",206,,bc9b9822ef754af7a9c2cecd819258d8
09af60ff75a1437d83f1b3baf6b8c372,PHAM DUY TIEN,PERSON,"Pham Duy Tien is an individual associated with the data provided, potentially indicating performance metrics or statistics related to their activities.",207,,bc9b9822ef754af7a9c2cecd819258d8
2b58e245a1a24c92a9b0d4fbf22c8e86,TRIEU THI HONG NHUNG,PERSON,"Trieu Thi Hong Nhung is an individual associated with the data provided, potentially indicating performance metrics or statistics related to their activities.",208,,bc9b9822ef754af7a9c2cecd819258d8
1f2047cdfd3e44b38739b1abae82464a,HO THI AI LOAN,PERSON,"Ho Thi Ai Loan is an individual associated with the data provided, potentially indicating performance metrics or statistics related to their activities.",209,,bc9b9822ef754af7a9c2cecd819258d8
77397e6a884946d9ac1b97fa70e8559d,CORE DISTRIBUTION MAGIC,EVENT,"Core Distribution Magic refers to the analysis of core distribution metrics over time, potentially indicating trends in performance across various channels and regions.",210,,bc9b9822ef754af7a9c2cecd819258d8
947b898c612f42e6a8d2948d7374c8c5,CORE TOTAL,EVENT,"Core Total refers to the overall performance metrics aggregated across different regions and categories, indicating the total impact of core activities.",211,,bc9b9822ef754af7a9c2cecd819258d8
ea10093e245940c5877a78e2e871e2bc,CONG MAN,,,212,,bc9b9822ef754af7a9c2cecd819258d8
50447cb37ac14714b63c44cd9c2b8aa3,CORE GOLD,EVENT,"CORE GOLD refers to a category of products with varying percentages of consumption across different regions, indicating their market performance in drinking, eating, grocery, and wholesale sectors.",213,,36395c304d6d4f6fb8bc0c80e8483171
8ca05f93ca064002974d90367bd14ae4,CORE SILVER,EVENT,"CORE SILVER is another category of products similar to CORE GOLD, showcasing different consumption percentages across regions.",214,,36395c304d6d4f6fb8bc0c80e8483171
2099fdf9a6914256950f1313ae96ce04,CORE BRONZE,EVENT,"CORE BRONZE represents a third category of products, also reflecting consumption metrics across various regions.",215,,36395c304d6d4f6fb8bc0c80e8483171
c2bcd4ab03ba45b68b24acedf84252f6,NGUYEN THI ANH,PERSON,Nguyen Thi Anh is identified as having the highest core total percentage in CORE GOLD at 83%.,216,,36395c304d6d4f6fb8bc0c80e8483171
4ee14aaf6dfc415587db2342e347a173,NGUYEN VAN QUYET,PERSON,Nguyen Van Quyet ranks second with a core total percentage of 66% in CORE GOLD.,217,,36395c304d6d4f6fb8bc0c80e8483171
0e1f14e269e24c2295071254e67ee2bf,TRAN VAN LAM,PERSON,Tran Van Lam is noted for having a core total percentage of 64% in CORE GOLD.,218,,36395c304d6d4f6fb8bc0c80e8483171
29f7fc91199949279181066a2e7ae042,HK,REGION,"HK is a region that appears in the CORE GOLD, CORE SILVER, and CORE BRONZE categories, indicating its market performance.",219,,36395c304d6d4f6fb8bc0c80e8483171
87f3173717084f4e9b5267dc381c6f5f,HN,REGION,"HN is a region included in the CORE GOLD, CORE SILVER, and CORE BRONZE categories, showcasing its consumption metrics.",220,,36395c304d6d4f6fb8bc0c80e8483171
391bf43cd0ff4aaf955ca0645fdd3d3a,DUONG THI THUY,PERSON,Duong Thi Thuy is an individual with a core total of 35%.,221,,ec60ec0595244691a546d243abbc1eb5
8ab71d7cff024c749553749d8e7e3f51,LE VAN HUNG,PERSON,Le Van Hung is an individual with a core total of 31%.,222,,ec60ec0595244691a546d243abbc1eb5
d0441305c6ee48c58795d881f4255e50,BUI QUANG HUY,PERSON,Bui Quang Huy is an individual with a core total of 21%.,223,,ec60ec0595244691a546d243abbc1eb5
342f4dfeb87741a8a071ebd19b9fc218,VN130053 - PHAN PHUOC AN,PERSON,"Phan Phuoc An is associated with service outlet VN130053, showing a core percentage of 0.19%.",224,,ec60ec0595244691a546d243abbc1eb5
f2024784ac6541ebb170ab70bacfae26,10003014 - TRAN VAN TIEN,PERSON,"Tran Van Tien is associated with service outlet 10003014, showing a core percentage of 1.34%.",225,,ec60ec0595244691a546d243abbc1eb5
352d061bfcd846748b5d47bf47273210,VN130052 - NGUYEN VAN BANG,PERSON,"Nguyen Van Bang is associated with service outlet VN130052, showing a core percentage of 0.21%.",226,,ec60ec0595244691a546d243abbc1eb5
8ce74662029746f79b8641fbdfedcb70,VN130053 - LE VAN PHUNG,PERSON,"Le Van Phung is associated with service outlet VN130053, showing a core percentage of 0.15%.",227,,ec60ec0595244691a546d243abbc1eb5
529eeafa76204f9caa0c644e28d0e72c,VN130054 - PHAM DUY TIEN,PERSON,"Pham Duy Tien is associated with service outlet VN130054, showing a core percentage of 0.11%.",228,,ec60ec0595244691a546d243abbc1eb5
80d5e463860747f0ac49cfaceb34daa5,VN130055 - TRIEU THI HONG NHUNG,PERSON,"Trieu Thi Hong Nhung is associated with service outlet VN130055, showing a core percentage of 0.15%.",229,,ec60ec0595244691a546d243abbc1eb5
7b34abfd8a3a45f293f2633cda9ca5aa,VN130056 - HO THI AI LIEN,PERSON,"Ho Thi Ai Lien is associated with service outlet VN130056, showing a core percentage of 0.18%.",230,,ec60ec0595244691a546d243abbc1eb5
4adf6d8108154973b62c84bc4925c584,VN130057 - NGUYEN THI MAI,PERSON,"Nguyen Thi Mai is associated with service outlet VN130057, showing a core percentage of 0.20%.",231,,ec60ec0595244691a546d243abbc1eb5
9a3085ec718248a8ab1af723cc6869b9,VN130058 - LE QUOC HOE,PERSON,"Le Quoc Hoe is associated with service outlet VN130058, showing a core percentage of 0.14%.",232,,ec60ec0595244691a546d243abbc1eb5
e8fc47d888ae4575b9318b4eb4ce3857,VN130065 - TRAN DINH CONG,PERSON,"Tran Dinh Cong is associated with service outlet VN130065, showing a core percentage of 0.19%.",233,,ec60ec0595244691a546d243abbc1eb5
51e6edc84c7c4d18936501d0a8931465,10003216 - NGUYEN ANH THANH,PERSON,"Nguyen Anh Thanh is associated with service outlet 10003216, showing a core percentage of 1.23%.",234,,ec60ec0595244691a546d243abbc1eb5
cc2e66e6a675454a9e06429d6352cb17,VN130059 - NGUYEN QUOC TRUNG,PERSON,"Nguyen Quoc Trung is associated with service outlet VN130059, showing a core percentage of 0.16%.",235,,ec60ec0595244691a546d243abbc1eb5
daca3637059b454eba47fc516bb41594,VN130060 - TRAN THIEN NHAN,PERSON,"Tran Thien Nhan is associated with service outlet VN130060, showing a core percentage of 0.09%.",236,,ec60ec0595244691a546d243abbc1eb5
e23167f8bb9e46a18420fcca9738465d,VN130061 - PHAN DUC CUONG,PERSON,"Phan Duc Cuong is associated with service outlet VN130061, showing a core percentage of 0.09%.",237,,ec60ec0595244691a546d243abbc1eb5
af179208c09449cfb4e4504e2ac6554d,VN130062 - NGUYEN VIET THANG,PERSON,"Nguyen Viet Thang is associated with service outlet VN130062, showing a core percentage of 0.19%.",238,,ec60ec0595244691a546d243abbc1eb5
1f00ddb652ff49dabceb7e8e3cef850f,VN130064 - NGUYEN THI THU,PERSON,"Nguyen Thi Thu is associated with service outlet VN130064, showing a core percentage of 0.22%.",239,,ec60ec0595244691a546d243abbc1eb5
19372833a7684f69ab9d6d6ffe0936b1,VN130066 - PHAN VAN HAI,PERSON,"Phan Van Hai is associated with service outlet VN130066, showing a core percentage of 0.12%.",240,,ec60ec0595244691a546d243abbc1eb5
f18eaa29250e452f9d40d1568e4f7a32,VN130067 - NGUYEN VAN HAI,PERSON,"Nguyen Van Hai is associated with service outlet VN130067, showing a core percentage of 0.10%.",241,,ec60ec0595244691a546d243abbc1eb5
9b73cc818b784a8d8dc2aba4a2138972,VN130068 - TRAN QUOC TOAN,PERSON,"Tran Quoc Toan is associated with service outlet VN130068, showing a core percentage of 0.14%.",242,,ec60ec0595244691a546d243abbc1eb5
357f121701f34b74b05e8d9ad9f2ccc3,VN130063 - TRAN VAN HAI,,,243,,ec60ec0595244691a546d243abbc1eb5
b5a264dfe3d1495388a00bc2a5de66e4,PHAN DUC CUONG,PERSON,"Phan Duc Cuong is an individual associated with the data presented, possibly a participant in a business or sales context.",244,,c5f6715ab31e48c9b1b1b5b8789a5734
c7d8273157494bdeace470aba84468d9,NGUYEN VIET THANG,PERSON,"Nguyen Viet Thang is another individual linked to the data, likely involved in sales or performance metrics.",245,,c5f6715ab31e48c9b1b1b5b8789a5734
85ed3d9bec51469aad8f0249bd3bdcea,TRINH QUOC THINH,PERSON,"Trinh Quoc Thinh is an individual mentioned in the context of performance metrics, possibly a sales representative.",246,,c5f6715ab31e48c9b1b1b5b8789a5734
732795ebdc484d418def0e33baadde00,PHAM THI HONG VAN,PERSON,"Pham Thi Hong Van is an individual noted in the performance data, likely a participant in sales activities.",247,,c5f6715ab31e48c9b1b1b5b8789a5734
e1684296110549298ecc98fd6b3e3037,NGUYEN VAN QUYNH,PERSON,"Nguyen Van Quynh is an individual associated with the sales data, potentially a sales agent.",248,,c5f6715ab31e48c9b1b1b5b8789a5734
54067636b5f441689136f40e2a4f16e6,LE TAN DAT,PERSON,"Le Tan Dat is another individual mentioned in the performance metrics, possibly involved in sales.",249,,c5f6715ab31e48c9b1b1b5b8789a5734
2a901f55d3554afbb10c91d810384ebd,LE QUOC THIEN,PERSON,Le Quoc Thien is an individual noted for their performance metrics in the sales context.,250,,c5f6715ab31e48c9b1b1b5b8789a5734
54a6ffe24c384512a8f6c1cfe2e0cb18,VO VAN TRI,PERSON,"Vo Van Tri is an individual associated with the sales data, likely a sales representative.",251,,c5f6715ab31e48c9b1b1b5b8789a5734
0517634c55aa4338a3856a42b6497173,LE VAN TRUONG VY,PERSON,"Le Van Truong Vy is mentioned in the context of performance metrics, possibly a sales participant.",252,,c5f6715ab31e48c9b1b1b5b8789a5734
