id,name,type,description,human_readable_id,graph_embedding,text_unit_ids
b8f612d5b9ea4d519d41d5c7e9b6b698,WIND,PHENOMENON,The Wind is referenced by the Ghost as a metaphor for the speed of its travels in the afterlife.,72,,b34cd7d4e58c4d45b2f6cf9de9d48cf7
34ed0a4e7f3d4c9c8c7d28030d06d9cb,MANKIND,CONCEPT,"Mankind refers to humanity as a whole, which Jacob Marley claims was his true business.",73,,b34cd7d4e58c4d45b2f6cf9de9d48cf7
69743a20e4084de0b33a43d0190ed0f7,CHARITY,CONCEPT,Charity is one of the virtues that Jacob Marley emphasizes as part of his business in life.,74,,b34cd7d4e58c4d45b2f6cf9de9d48cf7
efc6b9ec7ea04357be5d6aae437457cb,MERCY,CONCEPT,Mercy is another virtue that Jacob Marley highlights as essential to his life's purpose.,75,,b34cd7d4e58c4d45b2f6cf9de9d48cf7
efc26f3aa41f473a93a6e7e41f6cda87,FORBEARANCE,CONCEPT,Forbearance is mentioned by Jacob Marley as part of the moral responsibilities he neglected in life.,76,,b34cd7d4e58c4d45b2f6cf9de9d48cf7
629609c27d944022a7f020563f8bd842,BENEVOLENCE,CONCEPT,Benevolence is cited by Jacob Marley as a key aspect of his business that he failed to prioritize.,77,,b34cd7d4e58c4d45b2f6cf9de9d48cf7
c8c0ce856d9d4f8dbb585f9669d44667,STAR,OBJECT,"The Star refers to the guiding star that led the Wise Men, which Marley wishes he had followed in life.",78,,b34cd7d4e58c4d45b2f6cf9de9d48cf7
009408f725fd4b1f99087978ee07dbaa,POOR HOMES,PLACE,Poor Homes are referenced by Marley as places he neglected to help during his life.,79,,b34cd7d4e58c4d45b2f6cf9de9d48cf7
6b4a499be3d646f18971d22546c9582b,THE THREE SPIRITS,EVENT,"The Three Spirits are supernatural beings that visit Scrooge to guide him through his past, present, and future.",80,,4a7edff5accb46d2b664cca5287052e0
1eb4f882df6440b491f51fb670ab4b94,THE CHURCH,ORGANIZATION,"The Church is a place that signifies the passage of time through its bells, marking the hours and providing a backdrop to Scrooge's reflections.",81,,4a7edff5accb46d2b664cca5287052e0
594b1eebfc0e47c6a12f76b529cf9bef,THE CLOCK,ORGANIZATION,"The Clock is a device that marks the time, playing a crucial role in Scrooge's realization of the passing hours and his own state of being.",82,,4a7edff5accb46d2b664cca5287052e0
d1abd5e0f141494ea013027f2c5f67ae,THE WINDOW,LOCATION,"The Window is a physical barrier through which Scrooge observes the outside world and the phantoms, symbolizing his isolation.",83,,4a7edff5accb46d2b664cca5287052e0
e5e2370368f64ae6b6c3de330b3c362e,THE DOOR,LOCATION,"The Door is the entrance through which Marley’s Ghost entered, representing the threshold between Scrooge's current life and the supernatural realm.",84,,4a7edff5accb46d2b664cca5287052e0
c90e3050eebc416d9e3ff70c01a03a1a,THE FOG,,,85,,4a7edff5accb46d2b664cca5287052e0
b73e58d203ff4fbe9b2a8c3df7e7734c,WINTER DAY,EVENT,"A clear, cold winter day with snow on the ground, representing a significant moment in Scrooge's past.",86,,eb9ec896e8fa408a8ccf9d2a6425ea62
0772e1f4ddae4bb69bbb62b3c888c8e4,TUNIC,OBJECT,"The purest white tunic worn by the Ghost of Christmas Past, contributing to its ethereal appearance.",87,,eb9ec896e8fa408a8ccf9d2a6425ea62
c350c5a653c24f98860fcd2a4914b5fc,BELT,OBJECT,"A lustrous belt worn by the Ghost of Christmas Past, which sparkles and glitters.",88,,eb9ec896e8fa408a8ccf9d2a6425ea62
18e0db8ac73846cb86a9be14e4310cd9,LIGHT,,,89,,eb9ec896e8fa408a8ccf9d2a6425ea62
b8a92f3ffacc41108cf959ba261447af,ALI BABA,PERSON,"Ali Baba is a character from a story remembered by Scrooge, representing themes of adventure and nostalgia.",90,,6b476faa18f6460b8d34a91deb1e5b08
762da548828849cfb6fa2ae63a9369b1,VALENTINE,PERSON,"Valentine is a character mentioned by Scrooge, associated with his childhood memories.",91,,6b476faa18f6460b8d34a91deb1e5b08
0608b0055c3e4628b4c6da054fb6e048,ORSON,PERSON,"Orson is a character mentioned by Scrooge, linked to his past and childhood stories.",92,,6b476faa18f6460b8d34a91deb1e5b08
303014b9154f4508b4119a6e25420379,DAMASCUS,GEO,"Damascus is referenced in a story remembered by Scrooge, symbolizing distant memories and adventures.",93,,6b476faa18f6460b8d34a91deb1e5b08
62334e80a87640c19ad362a64a2ace0f,MANSION,GEO,"The mansion is a large, dilapidated house that Scrooge remembers from his childhood, symbolizing lost fortunes and memories.",94,,6b476faa18f6460b8d34a91deb1e5b08
b11da5bce336415ea267b91774f0be97,SULTAN'S GROOM,PERSON,"The Sultan's Groom is a character from a story recalled by Scrooge, illustrating the whimsical nature of his memories.",95,,6b476faa18f6460b8d34a91deb1e5b08
c030afa592a74888a236407d3ba626d6,MARKET-TOWN,GEO,"The market-town is a location that Scrooge recognizes from his past, symbolizing the community and environment of his youth.",96,,6b476faa18f6460b8d34a91deb1e5b08
2982f4bc64014367975c9c22116dfd61,POPPLAR,GEO,"The poplar is a tree mentioned in the scene, contributing to the imagery of Scrooge's memories and the setting of his childhood.",97,,6b476faa18f6460b8d34a91deb1e5b08
662839ad3b434544bf7bf0855105edc5,FARMERS,,,98,,6b476faa18f6460b8d34a91deb1e5b08
8e46f49ed7484492aa08ac7bc6a51ff7,SCHOOLMASTER,PERSON,"The schoolmaster is a figure who interacts with Scrooge and his sister, representing authority and discipline during Scrooge's childhood.",99,,c275e2f3a8d4497c938f16c34c174e75
31b2a77340404f12a1b0e8d41c23cfc5,FRIDAY,PERSON,"Friday is another character mentioned by Scrooge, associated with Robin Crusoe's story and symbolizing companionship.",100,,c275e2f3a8d4497c938f16c34c174e75
d5ec954357a0451b8126ddfcd18353da,POSTBOY,PERSON,"The postboy is a character who interacts with the schoolmaster, representing the working class and the outside world.",101,,c275e2f3a8d4497c938f16c34c174e75
cfc77568e45c40ec89106f710f3f5070,ROBIN CRUSOE,,,102,,c275e2f3a8d4497c938f16c34c174e75
03d3f8bd67b24451acc97fdb459c2cb5,FEZZIWIG,PERSON,"Fezziwig is an old gentleman who was Scrooge's employer and is remembered fondly for his jovial nature and Christmas celebrations.Fezziwig is a character known for hosting a lively and joyful ball, dancing with his wife, and creating a cheerful atmosphere for his guests.",103,,"09033c9ba42649b790c231c76a842ea8,bcf792c5ad004a5f85ad9a0b976f37ff"
d0892ff7f58c43acb156ceb193e3dc2f,WELSH WIG,GEO,"A Welsh wig is mentioned in the context of Fezziwig's appearance, indicating his status and the time period.",104,,bcf792c5ad004a5f85ad9a0b976f37ff
824a4cf18cd047549fc3b40038006bef,CITY,GEO,"The city represents the bustling environment where Scrooge and the Ghost travel, filled with activity during Christmas time.The City represents the urban environment where Scrooge observes the reactions of the townspeople regarding a deceased individual.",105,,"e7e9ce0a599e4bf78a0d034b7de5bf9b,bcf792c5ad004a5f85ad9a0b976f37ff"
8bf2e7d06bcd448ab95c7754ea0fece3,MISS FEZZIWIGS,PERSON,"The three Miss Fezziwigs are Fezziwig's daughters, who are described as beaming and lovable during the festivities.",106,,bcf792c5ad004a5f85ad9a0b976f37ff
85c095246fe94809bcb2d89d723de472,FIDDLER,PERSON,The fiddler is a musician who provides music for the dances at Fezziwig's Christmas celebration.,107,,bcf792c5ad004a5f85ad9a0b976f37ff
693c9d45e9b248188fc8489bcab508ed,COLD CAKE,ITEM,Cold cake is mentioned as part of the refreshments served during the Christmas celebration at Fezziwig's warehouse.,108,,bcf792c5ad004a5f85ad9a0b976f37ff
c617b22cccaf43e6900c0b9c07ab5aa4,NEGUS,ITEM,Negus is a drink mentioned as part of the refreshments served during the Christmas celebration at Fezziwig's warehouse.,109,,bcf792c5ad004a5f85ad9a0b976f37ff
22c7e48b3c6d4013a1d785220edaa2f7,DANCE,EVENT,"The dance at Fezziwig's ball is a significant event characterized by joy, celebration, and community participation.",110,,09033c9ba42649b790c231c76a842ea8
6829de70c8ff45c1b858328da38a1345,GOLDEN IDOL,CONCEPT,"The golden idol represents material wealth or ambition that has replaced Scrooge's former values and relationships, causing emotional distance.",111,,09033c9ba42649b790c231c76a842ea8
cea70a9b3be6490ab435b8476778fc02,DICK,,,112,,09033c9ba42649b790c231c76a842ea8
78ecd12342424b53997d423bb98e6dbd,YOUNG GIRL,PERSON,A young girl in a mourning dress who expresses feelings of loss and change in her relationship with Scrooge.,113,,1444436f1ab2436e8045954b9b525b97
77f6b7e198514e1f975348b5fcef8c4b,MATRON,PERSON,"A comely matron who is seen in a later scene, representing the passage of time and change in Scrooge's life.",114,,1444436f1ab2436e8045954b9b525b97
ef2ace8afefc473dae57ff108bc3d2c0,YOUNG GIRL IN MOURNING DRESS,,,115,,1444436f1ab2436e8045954b9b525b97
94db4cdcf8c34f73bc30b782f1b4e5a4,DAUGHTER,PERSON,"The daughter of the matron, who is part of the lively scene with children, representing the joy and chaos of family life.",116,,1444436f1ab2436e8045954b9b525b97
5198ff229de94843b3f2a7195b340fa7,THE SECOND OF THE THREE SPIRITS,EVENT,The Second of the Three Spirits is an event in which Scrooge is visited by a spirit representing the present.,117,,140507add366447a9d7e0f1695421887
725d7662d80a453c94baf56ada273986,MOTHER,PERSON,"The mother is a character who sits with her husband and daughter by the fireside, representing warmth and family unity.",118,,140507add366447a9d7e0f1695421887
7c80aa44c32b4949b5b528413bec6044,CHILDREN,PERSON,"The children are the descendants of the old man and woman, joining in the Christmas festivities.The children are characters who express joy and excitement over Christmas presents, embodying innocence and delight.",119,,"39547542a64b49cfaaa8cae9469fa45c,140507add366447a9d7e0f1695421887"
6eb1caf8d9bb464780aa018c3fdca606,DOLL'S FRYING PAN,OBJECT,"The doll's frying pan is a toy that the baby is caught trying to put in his mouth, symbolizing childhood curiosity and innocence.",120,,140507add366447a9d7e0f1695421887
f5e4d5f81918453e904defc076aa4f32,WOODEN PLATTER,OBJECT,"The wooden platter is a toy that is humorously mentioned as being swallowed by the baby, representing the playful nature of children.",121,,140507add366447a9d7e0f1695421887
4bf3f3dc526f4f6689d9b3f18d399862,FATHER,,,122,,140507add366447a9d7e0f1695421887
142550ecb90f4e90822a966c47a701a6,HOLLY WREATH,GEO,"The holly wreath is a decorative item worn by the Ghost of Christmas Present, symbolizing Christmas and festivity.",123,,7f0cac54757f4b6394354acbb468a872
ba3ff9e252b14495933f1de4b7336ffa,IVY,GEO,Ivy is a plant that is commonly used in Christmas decorations and contributes to the festive atmosphere in the Ghost of Christmas Present's room.,124,,7f0cac54757f4b6394354acbb468a872
b210d732b80d4b7ebb2328de58369b2f,TURKEY,FOOD,"Turkey is one of the many festive foods depicted in the Ghost of Christmas Present's room, symbolizing abundance during the Christmas season.",125,,7f0cac54757f4b6394354acbb468a872
2aae1c64fb914017b68feb9c54215a35,MINCE-PIE,FOOD,Mince-pies are traditional Christmas treats that are part of the feast in the Ghost of Christmas Present's room.,126,,7f0cac54757f4b6394354acbb468a872
75be77e020024f539b8a61fbdf3b727c,PLUM-PUDDING,FOOD,"Plum-pudding is a traditional dessert served during Christmas, featured in the Ghost of Christmas Present's lavish spread.",127,,7f0cac54757f4b6394354acbb468a872
48716d04313c4247ab2b3b40b0963241,PUNCH,BEVERAGE,"Punch is a beverage that is typically enjoyed during festive occasions, including Christmas.Punch is a warm beverage served during festive occasions, included in the offerings of the Ghost of Christmas Present.",128,,"a6a6c23a41a64c52b3fa6d071878e411,7f0cac54757f4b6394354acbb468a872"
9702ec8520944cffa413dc1a47459ba5,SCABBARD,OBJECT,"The antique scabbard worn by the Ghost of Christmas Present symbolizes peace and the absence of conflict, as it is empty of a sword.",129,,7f0cac54757f4b6394354acbb468a872
e159592ca34544e0a9518345e83a7390,MISTLETOE,,"Mistletoe is a plant that is traditionally hung during Christmas, referenced in the context of the festive atmosphere.",130,,"a6a6c23a41a64c52b3fa6d071878e411,7f0cac54757f4b6394354acbb468a872"
adeca395141e49009dc5a2eafc9e837e,CITY STREETS,GEO,"The city streets are described as lively and filled with people enjoying Christmas morning, despite the gloomy weather.",131,,a6a6c23a41a64c52b3fa6d071878e411
c21b9a607e3c43e0874ebaeeee67165f,GREAT BRITAIN,GEO,"Great Britain is referenced as the location where the chimneys are metaphorically described as blazing, contributing to the atmosphere of the scene.",132,,a6a6c23a41a64c52b3fa6d071878e411
9032e8ba558c4a4ab00309898c87ef0a,POULTERERS' SHOPS,ORGANIZATION,"The poulterers' shops are businesses selling poultry, which are still half open on Christmas morning, contributing to the festive atmosphere.",133,,a6a6c23a41a64c52b3fa6d071878e411
addf85fc53b54662923f36af6af0db95,FRUITERERS' SHOPS,ORGANIZATION,"The fruiterers' shops are vibrant businesses selling fruits, depicted as radiant and full of glory during the Christmas season.",134,,a6a6c23a41a64c52b3fa6d071878e411
c5dd7119653a4700a15b7592ced2bdf1,TURKEYS,OBJECT,Turkeys are a type of poultry mentioned as part of the Christmas feast.,135,,a6a6c23a41a64c52b3fa6d071878e411
b4e6cad7aa0c4fed8fc0bf6b1296e48e,GEESE,OBJECT,Geese are another type of poultry included in the festive food items for Christmas.,136,,a6a6c23a41a64c52b3fa6d071878e411
66eae01c42c44f75ab4eadc2c2dde541,FRUIT,OBJECT,Fruit is mentioned as part of the festive offerings in the fruiterers' shops during Christmas.,137,,a6a6c23a41a64c52b3fa6d071878e411
984dee01d7594d7b94d90092a1292029,CHESTNUTS,OBJECT,Chestnuts are a type of nut that is commonly associated with Christmas and mentioned in the text.,138,,a6a6c23a41a64c52b3fa6d071878e411
b16392f323334772b03a9e807e227422,SPANISH ONIONS,OBJECT,Spanish onions are a type of vegetable described in the context of the festive market.,139,,a6a6c23a41a64c52b3fa6d071878e411
57577b3242b241748a4fe7ab0f085e69,PEARS,OBJECT,Pears are a type of fruit that are part of the Christmas offerings in the shops.,140,,a6a6c23a41a64c52b3fa6d071878e411
68db3874807049fe8b8eae148dfb8db8,APPLES,OBJECT,Apples are another type of fruit mentioned as part of the Christmas market.,141,,a6a6c23a41a64c52b3fa6d071878e411
36e74c79539c40d189bcf9d27756843c,GRAPES,OBJECT,Grapes are included among the fruits displayed in the shops during the Christmas season.,142,,a6a6c23a41a64c52b3fa6d071878e411
f5bd59f6ec42432cba552db3f6685edf,FILBERTS,OBJECT,"Filberts, or hazelnuts, are mentioned as part of the festive food offerings.",143,,a6a6c23a41a64c52b3fa6d071878e411
415cf0b5aec54b7087ba00d8dc1dfc86,NORFOLK BIFFINS,OBJECT,Norfolk Biffins are a type of apple referenced in the context of Christmas foods.,144,,a6a6c23a41a64c52b3fa6d071878e411
c3bf0584965845a1ba1b72fb12cf49e7,FISH,OBJECT,"Fish are mentioned as part of the offerings in the market, set among the fruits.",145,,a6a6c23a41a64c52b3fa6d071878e411
36faf9b460b34d14896ab75bcc9d85e0,GROCERS' SHOPS,ORGANIZATION,"The grocers' shops are businesses selling various food items, depicted as bustling during Christmas.",146,,a6a6c23a41a64c52b3fa6d071878e411
414817e00ac249d5b13696f18aed7758,BELINDA CRATCHIT,PERSON,"Belinda Cratchit is one of the daughters of Bob Cratchit, who participates in the Christmas festivities.Belinda Cratchit is one of Bob and Mrs. Cratchit's daughters, who helps her mother with the Christmas preparations.",147,,"f6f69b1df9af4c01834f8ca204e26a68,86685be34b9147379f3a64232b3de036"
f5b9f832c1ad4d0e9d2e1435a703ba50,PETER CRATCHIT,PERSON,"Peter Cratchit is one of the Cratchit children, who is being considered for a job by his father, Bob.Peter Cratchit is the eldest son of Bob and Mrs. Cratchit, who is hopeful for a better future.Peter Cratchit is Bob and Mrs. Cratchit's son, who is excited about the Christmas festivities.",148,,"86685be34b9147379f3a64232b3de036,484ea66bd6a84db4a1ed9670d4aa678c,1e5d6680637e407caeada83abe186569"
b1d46f2f4923460aba02df4d4fcaf933,CHRISTMAS DAY,EVENT,"Christmas Day is the holiday being celebrated by the Cratchit family, during which they toast to Mr. Scrooge.Christmas Day is a holiday celebrated with family gatherings, meals, and the spirit of generosity.Christmas Day is the holiday celebrated on December 25th, which is central to the story's theme of redemption and generosity.Christmas Day is the holiday being celebrated by the Cratchit family, marked by family gatherings and festive meals.",149,,"f6f69b1df9af4c01834f8ca204e26a68,86685be34b9147379f3a64232b3de036,484ea66bd6a84db4a1ed9670d4aa678c,de9ae10ed54946ca80d2844f8e13cbd4"
0ef94d31125b4002a4fc71844c4b4214,BAKERS' SHOPS,ORGANIZATION,"Bakers' shops are places where people purchase baked goods, especially during festive times like Christmas.",150,,86685be34b9147379f3a64232b3de036
e14aea9452404235ae08a354b2c3aa0d,FOUR-ROOMED HOUSE,GEO,Bob Cratchit's modest home where he lives with his family.,151,,86685be34b9147379f3a64232b3de036
4bec9d0f2aec4eeb92a0f366292899f2,YOUNG CRATCHITS,,,152,,86685be34b9147379f3a64232b3de036
70349ab360f4467fab23f73ce8ef6c1c,GOOSE,OBJECT,"The goose is a traditional dish that the Cratchit family looks forward to on Christmas Day.The goose is the main dish prepared for the Cratchit family's Christmas dinner, symbolizing their festive celebration.",153,,"f6f69b1df9af4c01834f8ca204e26a68,86685be34b9147379f3a64232b3de036"
402ea5d6bdfb48eea92cc40532a8b50b,MARTHA CRATCHIT,PERSON,"Martha Cratchit is the daughter of Bob Cratchit, who returns home on Christmas Day.Martha Cratchit is another of the Cratchit children, who works as an apprentice at a milliner's and shares her experiences with the family.",154,,"f6f69b1df9af4c01834f8ca204e26a68,484ea66bd6a84db4a1ed9670d4aa678c"
675463f025f040df8074cd424c7cbf33,TINY TIM,PERSON,"Tiny Tim is a young boy in the Cratchit family who is sickly and has a plaintive voice, singing a song during the Christmas dinner.Tiny Tim is the youngest son of Bob Cratchit, who is a cripple and uses a crutch.Tiny Tim is the young son of Bob Cratchit, known for his kind spirit despite his illness.Tiny Tim is Bob Cratchit's ill son, symbolizing innocence and the impact of generosity and kindness.Tiny Tim is Bob Cratchit's youngest son, who is frail and ill, representing innocence and the impact of poverty on families.Tiny Tim is the youngest son of Bob and Mrs. Cratchit, known for his frail health and optimistic spirit, often saying 'God bless us, every one!'Tiny Tim is Bob Cratchit's ill son, symbolizing the impact of poverty and the need for compassion and care.",155,,"484ea66bd6a84db4a1ed9670d4aa678c,b66dd745bf624e80a306cd171c42f8c7,1e5d6680637e407caeada83abe186569,af05331f4a1a4f74bfb46c700cbf9275,1690f3cd9c324d06baf94cdfa0d22aab,f6f69b1df9af4c01834f8ca204e26a68,de9ae10ed54946ca80d2844f8e13cbd4"
98d9d48089ea479991b1a71ff59a9abc,CRATCHIT FAMILY,ORGANIZATION,"The Cratchit family is a fictional family in Charles Dickens' ""A Christmas Carol,"" representing the struggles of the poor and the importance of family.The Cratchit family is a poor but loving family, celebrated for their warmth and togetherness during Christmas.",156,,"f6f69b1df9af4c01834f8ca204e26a68,b66dd745bf624e80a306cd171c42f8c7"
b10a96a4d917476bbbaa5a0484f88ee0,BELINDA,,,157,,b66dd745bf624e80a306cd171c42f8c7
b84d133d3207405fa018bbc0d594d356,MR. SCROOGE,PERSON,"Mr. Scrooge is a character who undergoes a transformation and reflects on his life choices during the story.Mr. Scrooge is portrayed as a stingy and unfeeling man, whose name casts a shadow over the Cratchit family's Christmas celebration.",158,,"484ea66bd6a84db4a1ed9670d4aa678c,1e5d6680637e407caeada83abe186569"
f652a81fa8af45feaccf4f028105955f,LORD,PERSON,"A nobleman mentioned by Martha Cratchit, who was described as being of similar height to Peter.",159,,484ea66bd6a84db4a1ed9670d4aa678c
2e737ce78e794b10b15bbfa22099dda9,MASTER PETER,PERSON,"Master Peter is the eldest Cratchit child, considered for a job opportunity by his father, Bob Cratchit.",160,,484ea66bd6a84db4a1ed9670d4aa678c
601353488186453ab50510fbc1e1d477,COUNTESS,,,161,,484ea66bd6a84db4a1ed9670d4aa678c
71bde4692cb944ce81a5fe95e77ede45,SCROOGE'S NIECE,PERSON,"Scrooge's niece is a pretty and lively woman who expresses indignation towards her uncle's behavior and advocates for family togetherness.Scrooge's niece, by marriage, is characterized by her beauty and her earnestness in celebrating Christmas.",162,,"8727b4734d2849bea2ad3bb31f5c4e21,39547542a64b49cfaaa8cae9469fa45c"
7a98d8c77bb4492984fd6d895eac3b4f,LIGHTHOUSE,GEO,"A solitary lighthouse stands on a dismal reef, symbolizing hope and guidance amidst the darkness of the sea.",163,,39547542a64b49cfaaa8cae9469fa45c
91fbadebc9754e79a014cb2ee06da3dd,SHIP,GEO,"A ship is depicted as a place where the crew shares Christmas thoughts and songs, representing camaraderie and the holiday spirit.",164,,39547542a64b49cfaaa8cae9469fa45c
5f7efee091644497b376ae91ab52f469,OLD WOMAN,PERSON,"The old woman is the partner of the old man, participating in the Christmas celebration with their family.",165,,39547542a64b49cfaaa8cae9469fa45c
a68f92c8299841358ce613da2dfe2ce4,GENERATION,PERSON,"The next generation beyond the children, representing the continuity of family traditions during Christmas.",166,,39547542a64b49cfaaa8cae9469fa45c
c253c98f5b514a49aef74bcf9bff8ab9,OLD MAN,,,167,,39547542a64b49cfaaa8cae9469fa45c
9ae057b02c854a26a04eb70b10d87107,TOPPER,PERSON,Topper is a friend of Fred who participates in the family gathering and has a playful interest in one of Scrooge's niece's sisters.Topper is a character who is part of the Christmas gathering and interacts with the other guests.Topper is a friend of Fred who attends the Christmas gathering and is part of the joyful reunion.,168,,"8727b4734d2849bea2ad3bb31f5c4e21,223d50e5cfea4eebbcb5a1d9c7d6a040,f40ab074cdfe44ee98bd9250ca912ed6"
eced9fdfaf4f4ab8b55cc02f547d3903,SCROOGE'S NIECE'S SISTER,PERSON,Scrooge's niece's sister is a plump woman who is the subject of Topper's affections during the family gathering.,169,,8727b4734d2849bea2ad3bb31f5c4e21
c1d6a59d6eb94ca6a52e5e3467f7e03c,SCROOGE'S NIECE'S SISTERS,,,170,,8727b4734d2849bea2ad3bb31f5c4e21
917645740d094cda84b2c5f69e24cca1,PLUMP SISTER,PERSON,The plump sister is a character who participates in the games during the Christmas gathering.,171,,f40ab074cdfe44ee98bd9250ca912ed6
a364b052de2c4b15940525e7d3d7876d,GAMES,EVENT,"The games played during the Christmas gathering include blind man's-buff and forfeits, which add to the festive atmosphere.",172,,f40ab074cdfe44ee98bd9250ca912ed6
6e9581a7d509453a8d41271bb3487b97,UNCLE SCROOGE,PERSON,"Uncle Scrooge is a character known for his transformation from a miser to a generous man, particularly during the Christmas season.",173,,7e21f083605548b8aa6e21e6d6525e61
ed4394682fa44c2896070490034406a3,IGNORANCE,PERSON,"Ignorance is depicted as a boy, representing societal neglect and the consequences of ignorance.",174,,7e21f083605548b8aa6e21e6d6525e61
9d83394df0a24393a185bf4daa566e0d,WANT,PERSON,"Want is depicted as a girl, symbolizing poverty and the plight of the needy.",175,,7e21f083605548b8aa6e21e6d6525e61
aeab48ceb1b8470fbfd3938cd9eac383,BUSINESS MEN,ORGANIZATION,A group of wealthy individuals discussing the death of a man and showing indifference towards his funeral.,176,,e7e9ce0a599e4bf78a0d034b7de5bf9b
770360ddd57c47ea8db8a8c65848417c,MYSTERIOUS PRESENCE,CONCEPT,The Mysterious Presence refers to the aura of dread and solemnity that surrounds the Spirit as it appears to Scrooge.,177,,e7e9ce0a599e4bf78a0d034b7de5bf9b
f841f22e7d5f4e3287177c52c292c489,DECEASED INDIVIDUAL,PERSON,"The deceased individual is the man whose death is being discussed by the Business Men, though he is not named.",178,,e7e9ce0a599e4bf78a0d034b7de5bf9b
59be1ba3cb1f46058a20d18d1b74b3bc,OLD JOE,PERSON,"Old Joe is a character who assesses the value of stolen goods and interacts with Mrs. Dilber and another woman during the exchange of items taken from a deceased man.Old Joe is a grey-haired man who runs a shop dealing in old and discarded items, embodying the grim realities of life.",179,,"92422e0ac9d94e99b3eca42947474584,7b0aaddb788649e08c1b06818e31a42a"
09af9c7a87b34ed89ea8911cbde53cea,MRS. DILBER,PERSON,"Mrs. Dilber is a woman who enters Old Joe's shop, representing the struggles and survival instincts of the poor.Mrs. Dilber is a character who engages in a conversation about the possessions of a deceased man, expressing a pragmatic view on the situation and participating in the appraisal of stolen items.",180,,"92422e0ac9d94e99b3eca42947474584,7b0aaddb788649e08c1b06818e31a42a"
6a974b5332c741ad95b6f06e9443d7aa,LAUNDRESS,PERSON,"The laundress is another woman who enters Old Joe's shop, highlighting the shared circumstances of the characters.",181,,92422e0ac9d94e99b3eca42947474584
6f75e3b40fb1481e86380a47a28e2b72,UNDERTAKER'S MAN,PERSON,"The undertaker's man is a character who is surprised to see the other two women in Old Joe's shop, indicating a connection among the characters.",182,,92422e0ac9d94e99b3eca42947474584
33d064f3e7b54f81a52f6c3009beda29,PHANTOM,PERSON,"The Phantom is a ghostly figure accompanying Scrooge, representing his past and the moral lessons he needs to learn.",183,,92422e0ac9d94e99b3eca42947474584
7eca535ea674427a84888002e03ec281,CHRISTMAS-TIME,EVENT,"Christmas-time is the season during which the events are taking place, symbolizing themes of reflection and redemption.",184,,92422e0ac9d94e99b3eca42947474584
54fdb7eb50204e758ed61fb19eca1be2,OLD SHOP,ORGANIZATION,"Old Joe's shop is a place where discarded items are bought and sold, serving as a backdrop for the characters' interactions.",185,,92422e0ac9d94e99b3eca42947474584
f3657a8c65894e88913db4d73a74a823,BUNDLE,OBJECT,"The bundle refers to the collection of stolen items that the characters are discussing and appraising, representing their actions in the aftermath of the man's death.The heavy bundle carried by the women symbolizes the burdens they bear in their lives.",186,,"92422e0ac9d94e99b3eca42947474584,7b0aaddb788649e08c1b06818e31a42a"
5e9a05718ff347a291dc40b9adf92baa,PENTHOUSE ROOF,OBJECT,The penthouse roof above Old Joe's shop indicates the dilapidated state of the building and the surrounding area.,187,,92422e0ac9d94e99b3eca42947474584
12e86da651de406eb94fe6c4f39fbafa,RAGS,OBJECT,"The rags in Old Joe's shop represent the discarded remnants of society, highlighting themes of poverty and neglect.",188,,92422e0ac9d94e99b3eca42947474584
ea8f07aeec934d1f98f38c93391fe25c,CHARCOAL STOVE,,,189,,92422e0ac9d94e99b3eca42947474584
cd8b50d9fca84f9480cb4a7c58b6094e,THE WOMAN,PERSON,The woman is a character who boldly discusses the deceased man's belongings and expresses her views on morality and the situation surrounding the death.,190,,7b0aaddb788649e08c1b06818e31a42a
2e400ffbfdbd403b8e77d2b6bd6d96eb,DECEASED MAN,PERSON,"The deceased man is the subject of the conversation, whose belongings are being discussed and appraised by the other characters, representing a figure of scorn in their dialogue.",191,,7b0aaddb788649e08c1b06818e31a42a
845c59514345447f952fba0bdbccb422,BED-CURTAINS,EVENT,"The bed-curtains are discussed as an item taken from the deceased man, symbolizing the moral decay and opportunism of the characters.",192,,7b0aaddb788649e08c1b06818e31a42a
b1dd985fd83f4eb38b1a23b5ca1febfb,DEATH,EVENT,"Death is a central theme in the narrative, representing the ultimate consequence of a life lived without kindness or generosity.",193,,9ebf659d0f0040f7b467ce499d226a8f
9567ee31193c48fdb70a4f25c53fe8e2,HUSBAND,PERSON,"The husband is a character who returns home with news that impacts his family, embodying the struggles of the working class.",194,,9ebf659d0f0040f7b467ce499d226a8f
7b2f7a44bc7443eeabf47e6484aaf23e,BODY,OBJECT,"The body represents the lifeless form of the deceased man, central to the themes of death and neglect in the narrative.",195,,9ebf659d0f0040f7b467ce499d226a8f
70a4cd1b0806449f9530579460dfca23,PETER,,,196,,1690f3cd9c324d06baf94cdfa0d22aab
5ecca921ca494561afc6615d5d35fd32,CHURCHYARD,GEO,The churchyard is the graveyard where Scrooge sees the grave of a man whose identity he must discover.,197,,1e5d6680637e407caeada83abe186569
79abda7a595e41b4b1852967adeecc15,GHOST OF CHRISTMAS FUTURE,PERSON,The Ghost of Christmas Future is the spirit that reveals to Scrooge the consequences of his current life choices.,198,,58830003b37f4968a46cdb26a8a1b889
0060756ca1db42beaa750ec39686c9fb,SUNDAY,GEO,"Sunday is the day on which Scrooge learns it is Christmas Day, marking a pivotal moment in his transformation.",199,,58830003b37f4968a46cdb26a8a1b889
