source,target,id,weight,description,text_unit_ids,human_readable_id,source_degree,target_degree,rank,edge_details
GHOST OF CHRISTMAS PRESENT,MISTLETOE,ef874404a3d44d1a97ff8632b15e9ec1,7.0,Mistletoe is part of the festive decorations that enhance the spirit of celebration embodied by the Ghost of Christmas Present.,7f0cac54757f4b6394354acbb468a872,49,12,2,14,"{'human_readable_id': 49, 'source': 'GHOST OF CHRISTMAS PRESENT', 'target': 'MISTLETOE', 'description': 'Mistletoe is part of the festive decorations that enhance the spirit of celebration embodied by the Ghost of Christmas Present.', 'rank': 14}"
GHOST OF CHRISTMAS PRESENT,IVY,24f7e88225f84853a63c2fba59375ddb,7.0,"Ivy contributes to the festive atmosphere in the Ghost of Christmas Present's room, symbolizing eternal life and renewal.",7f0cac54757f4b6394354acbb468a872,50,12,1,13,"{'human_readable_id': 50, 'source': 'GHOST OF CHRISTMAS PRESENT', 'target': 'IVY', 'description': ""Ivy contributes to the festive atmosphere in the Ghost of Christmas Present's room, symbolizing eternal life and renewal."", 'rank': 13}"
GHOST OF CHRISTMAS PRESENT,TURKEY,d79ad682107e40c88d2a4458edd4d7f6,7.0,"Turkey is part of the abundant feast presented by the Ghost of Christmas Present, representing generosity and celebration.",7f0cac54757f4b6394354acbb468a872,51,12,1,13,"{'human_readable_id': 51, 'source': 'GHOST OF CHRISTMAS PRESENT', 'target': 'TURKEY', 'description': 'Turkey is part of the abundant feast presented by the Ghost of Christmas Present, representing generosity and celebration.', 'rank': 13}"
GHOST OF CHRISTMAS PRESENT,MINCE-PIE,fe7a86c3669a42e0886b4846d3ba8afe,7.0,"Mince-pies are included in the festive spread of the Ghost of Christmas Present, symbolizing holiday cheer.",7f0cac54757f4b6394354acbb468a872,52,12,1,13,"{'human_readable_id': 52, 'source': 'GHOST OF CHRISTMAS PRESENT', 'target': 'MINCE-PIE', 'description': 'Mince-pies are included in the festive spread of the Ghost of Christmas Present, symbolizing holiday cheer.', 'rank': 13}"
GHOST OF CHRISTMAS PRESENT,PLUM-PUDDING,4df5786fa51b4b8dbca8f81a412ad86b,7.0,Plum-pudding is a traditional dessert featured in the Ghost of Christmas Present's lavish Christmas feast.,7f0cac54757f4b6394354acbb468a872,53,12,1,13,"{'human_readable_id': 53, 'source': 'GHOST OF CHRISTMAS PRESENT', 'target': 'PLUM-PUDDING', 'description': ""Plum-pudding is a traditional dessert featured in the Ghost of Christmas Present's lavish Christmas feast."", 'rank': 13}"
GHOST OF CHRISTMAS PRESENT,PUNCH,dde3471888c54592944feb3dcb6eeba2,7.0,Punch is a warm beverage served during the festive gathering depicted by the Ghost of Christmas Present.,7f0cac54757f4b6394354acbb468a872,54,12,2,14,"{'human_readable_id': 54, 'source': 'GHOST OF CHRISTMAS PRESENT', 'target': 'PUNCH', 'description': 'Punch is a warm beverage served during the festive gathering depicted by the Ghost of Christmas Present.', 'rank': 14}"
GHOST OF CHRISTMAS PRESENT,SCABBARD,3b69c118ed944706ae796c831208eaf1,7.0,The empty scabbard worn by the Ghost of Christmas Present symbolizes peace and the spirit of goodwill during Christmas.,7f0cac54757f4b6394354acbb468a872,55,12,1,13,"{'human_readable_id': 55, 'source': 'GHOST OF CHRISTMAS PRESENT', 'target': 'SCABBARD', 'description': 'The empty scabbard worn by the Ghost of Christmas Present symbolizes peace and the spirit of goodwill during Christmas.', 'rank': 13}"
GHOST OF CHRISTMAS YET TO COME,SPIRIT,2ff1345b0d6d43f0820d28e8e1d03545,6.0,"The Spirit guides Scrooge through his reflections, leading him to the Ghost of Christmas Yet to Come for further revelations about his future",7e21f083605548b8aa6e21e6d6525e61,56,6,10,16,"{'human_readable_id': 56, 'source': 'GHOST OF CHRISTMAS YET TO COME', 'target': 'SPIRIT', 'description': 'The Spirit guides Scrooge through his reflections, leading him to the Ghost of Christmas Yet to Come for further revelations about his future', 'rank': 16}"
GHOST OF CHRISTMAS YET TO COME,UNCLE SCROOGE,a4d8637d42684034baf323bed92d6b0d,6.0,"Scrooge encounters the Ghost of Christmas Yet to Come, who presents a vision of his potential future",7e21f083605548b8aa6e21e6d6525e61,57,6,5,11,"{'human_readable_id': 57, 'source': 'GHOST OF CHRISTMAS YET TO COME', 'target': 'UNCLE SCROOGE', 'description': 'Scrooge encounters the Ghost of Christmas Yet to Come, who presents a vision of his potential future', 'rank': 11}"
GHOST OF CHRISTMAS YET TO COME,SCROOGE,34c135f9fbbc4f4cba74ca9fac459fab,8.0,Scrooge is being shown visions of his future by the Ghost of Christmas Yet to Come,e7e9ce0a599e4bf78a0d034b7de5bf9b,58,6,86,92,"{'human_readable_id': 58, 'source': 'GHOST OF CHRISTMAS YET TO COME', 'target': 'SCROOGE', 'description': 'Scrooge is being shown visions of his future by the Ghost of Christmas Yet to Come', 'rank': 92}"
GHOST OF CHRISTMAS YET TO COME,MR. SCROOGE,b5b2129cfa9e4439b0b2474eeb8bc50f,18.0,"The Ghost of Christmas Yet to Come shows Scrooge the consequences of his actions, urging him to change",1e5d6680637e407caeada83abe186569,59,6,6,12,"{'human_readable_id': 59, 'source': 'GHOST OF CHRISTMAS YET TO COME', 'target': 'MR. SCROOGE', 'description': 'The Ghost of Christmas Yet to Come shows Scrooge the consequences of his actions, urging him to change', 'rank': 12}"
GHOST OF CHRISTMAS YET TO COME,CHURCHYARD,575520f740c14ee7a99c66782f7449cb,14.0,The churchyard is where the Ghost of Christmas Yet to Come leads Scrooge to reveal his future,1e5d6680637e407caeada83abe186569,60,6,1,7,"{'human_readable_id': 60, 'source': 'GHOST OF CHRISTMAS YET TO COME', 'target': 'CHURCHYARD', 'description': 'The churchyard is where the Ghost of Christmas Yet to Come leads Scrooge to reveal his future', 'rank': 7}"
MRS. CRATCHIT,BELINDA CRATCHIT,fbc69fd6e0bc439092b9151e23f8e13c,6.0,"Belinda helps her mother with the Christmas preparations, showing family cooperation",86685be34b9147379f3a64232b3de036,61,9,2,11,"{'human_readable_id': 61, 'source': 'MRS. CRATCHIT', 'target': 'BELINDA CRATCHIT', 'description': 'Belinda helps her mother with the Christmas preparations, showing family cooperation', 'rank': 11}"
MRS. CRATCHIT,YOUNG CRATCHITS,a365d1b869b2474ea91c732753488ded,5.0,"The young Cratchits are Mrs. Cratchit's children, participating in the family festivities and meal preparations",86685be34b9147379f3a64232b3de036,62,9,3,12,"{'human_readable_id': 62, 'source': 'MRS. CRATCHIT', 'target': 'YOUNG CRATCHITS', 'description': ""The young Cratchits are Mrs. Cratchit's children, participating in the family festivities and meal preparations"", 'rank': 12}"
MRS. CRATCHIT,SCROOGE,a472ccfb1a0e4b0d82c6d00e89cb26f6,12.0,Mrs. Cratchit expresses her disdain for Mr. Scrooge during the Christmas dinnerScrooge's evolving character leads him to recognize the struggles of Mrs. Cratchit and her family,"b66dd745bf624e80a306cd171c42f8c7,1690f3cd9c324d06baf94cdfa0d22aab",63,9,86,95,"{'human_readable_id': 63, 'source': 'MRS. CRATCHIT', 'target': 'SCROOGE', 'description': ""Mrs. Cratchit expresses her disdain for Mr. Scrooge during the Christmas dinnerScrooge's evolving character leads him to recognize the struggles of Mrs. Cratchit and her family"", 'rank': 95}"
MRS. CRATCHIT,BELINDA,ddc9a304fe094c47ac60b79914a37188,5.0,Mrs. Cratchit and Miss Belinda work together during the Christmas dinner preparations,b66dd745bf624e80a306cd171c42f8c7,64,9,1,10,"{'human_readable_id': 64, 'source': 'MRS. CRATCHIT', 'target': 'BELINDA', 'description': 'Mrs. Cratchit and Miss Belinda work together during the Christmas dinner preparations', 'rank': 10}"
MRS. CRATCHIT,MR. SCROOGE,629e051713e64c42b256578928b32d4d,7.0,Mrs. Cratchit expresses her negative feelings towards Mr. Scrooge during the Christmas dinner,484ea66bd6a84db4a1ed9670d4aa678c,65,9,6,15,"{'human_readable_id': 65, 'source': 'MRS. CRATCHIT', 'target': 'MR. SCROOGE', 'description': 'Mrs. Cratchit expresses her negative feelings towards Mr. Scrooge during the Christmas dinner', 'rank': 15}"
MRS. CRATCHIT,TINY TIM,2cd6965fb1d14616b3353314f7ae19f9,24.0,"Mrs. Cratchit is Tiny Tim's mother, who shows love and care for her sonMrs. Cratchit is the mother of Tiny Tim, showing deep love and care for her ailing son","1690f3cd9c324d06baf94cdfa0d22aab,1e5d6680637e407caeada83abe186569",66,9,10,19,"{'human_readable_id': 66, 'source': 'MRS. CRATCHIT', 'target': 'TINY TIM', 'description': ""Mrs. Cratchit is Tiny Tim's mother, who shows love and care for her sonMrs. Cratchit is the mother of Tiny Tim, showing deep love and care for her ailing son"", 'rank': 19}"
MRS. CRATCHIT,CHRISTMAS,8e6e7dc441ce453c9485a0c8e2f40f1f,5.0,"Christmas is a time when Mrs. Cratchit and her family come together, emphasizing love and resilience",1690f3cd9c324d06baf94cdfa0d22aab,67,9,37,46,"{'human_readable_id': 67, 'source': 'MRS. CRATCHIT', 'target': 'CHRISTMAS', 'description': 'Christmas is a time when Mrs. Cratchit and her family come together, emphasizing love and resilience', 'rank': 46}"
MRS. CRATCHIT,PETER CRATCHIT,b397b4e7609447bf9312e324d1a80bfb,5.0,"Peter Cratchit is Mrs. Cratchit's son, who is raised in a loving family environment",1e5d6680637e407caeada83abe186569,68,9,4,13,"{'human_readable_id': 68, 'source': 'MRS. CRATCHIT', 'target': 'PETER CRATCHIT', 'description': ""Peter Cratchit is Mrs. Cratchit's son, who is raised in a loving family environment"", 'rank': 13}"
BELLE,SCROOGE,cef6ecdfa8e34aa7b07da39c785ce31f,7.0,"Belle represents Scrooge's past love and the life he could have had, highlighting his regrets",140507add366447a9d7e0f1695421887,69,1,86,87,"{'human_readable_id': 69, 'source': 'BELLE', 'target': 'SCROOGE', 'description': ""Belle represents Scrooge's past love and the life he could have had, highlighting his regrets"", 'rank': 87}"
CAROLINE,HUSBAND,3b3d0c66ae6144659a113bd400750e0d,1.0,Caroline and her husband share a moment of emotional tension as they discuss their dire financial situation and the hope for a miracle.,9ebf659d0f0040f7b467ce499d226a8f,70,2,1,3,"{'human_readable_id': 70, 'source': 'CAROLINE', 'target': 'HUSBAND', 'description': 'Caroline and her husband share a moment of emotional tension as they discuss their dire financial situation and the hope for a miracle.', 'rank': 3}"
MRS. FEZZIWIG,FEZZIWIG,a38e118bbb6c4083b9ca6dc70bb7c214,14.0,"Fezziwig and Mrs. Fezziwig are partners in celebrating Christmas, contributing to the festive atmosphere togetherFezziwig and Mrs. Fezziwig are partners in dance and life, showcasing a strong bond during the festive ball","09033c9ba42649b790c231c76a842ea8,bcf792c5ad004a5f85ad9a0b976f37ff",71,2,9,11,"{'human_readable_id': 71, 'source': 'MRS. FEZZIWIG', 'target': 'FEZZIWIG', 'description': 'Fezziwig and Mrs. Fezziwig are partners in celebrating Christmas, contributing to the festive atmosphere togetherFezziwig and Mrs. Fezziwig are partners in dance and life, showcasing a strong bond during the festive ball', 'rank': 11}"
MRS. FEZZIWIG,DANCE,81b01af522504c51a4950de583ef129a,8.0,"Mrs. Fezziwig participates in the dance, contributing to the festive atmosphere of the event",09033c9ba42649b790c231c76a842ea8,72,2,2,4,"{'human_readable_id': 72, 'source': 'MRS. FEZZIWIG', 'target': 'DANCE', 'description': 'Mrs. Fezziwig participates in the dance, contributing to the festive atmosphere of the event', 'rank': 4}"
DICK WILKINS,FEZZIWIG,dc6e7a0e41054ad7a08d5fa86c0ada78,5.0,"Fezziwig is associated with Dick Wilkins as they both worked together with Scrooge, creating a bond of camaraderie",bcf792c5ad004a5f85ad9a0b976f37ff,73,2,9,11,"{'human_readable_id': 73, 'source': 'DICK WILKINS', 'target': 'FEZZIWIG', 'description': 'Fezziwig is associated with Dick Wilkins as they both worked together with Scrooge, creating a bond of camaraderie', 'rank': 11}"
DICK WILKINS,SCROOGE,bf26cedd935d427d9fbde4182c1e20d6,6.0,"Scrooge recalls his friendship with Dick Wilkins, indicating a strong connection from their apprenticeship",bcf792c5ad004a5f85ad9a0b976f37ff,74,2,86,88,"{'human_readable_id': 74, 'source': 'DICK WILKINS', 'target': 'SCROOGE', 'description': 'Scrooge recalls his friendship with Dick Wilkins, indicating a strong connection from their apprenticeship', 'rank': 88}"
FAN,SCROOGE,2b7980a829914635a9de1b3a913691c3,8.0,"Fan is Scrooge's sister who brings him home, showing a loving familial relationship",c275e2f3a8d4497c938f16c34c174e75,75,1,86,87,"{'human_readable_id': 75, 'source': 'FAN', 'target': 'SCROOGE', 'description': ""Fan is Scrooge's sister who brings him home, showing a loving familial relationship"", 'rank': 87}"
SCROOGE,MARLEY,842e9d320491469da50ef722b746f947,30.0,"Marley was Scrooge's business partner, and his death is a pivotal point in Scrooge's life and the narrativeMarley is the deceased partner of Scrooge, and his ghostly appearance signifies a connection to Scrooge's pastScrooge is the surviving partner of Marley, who has been dead for seven years, indicating their business relationship.Marley is Scrooge's former business partner who has returned as a ghost to warn him","31da09ddaad7456aa66af19f297b334f,4ea5151072fe4982bbd4784a49371ef6,4e15e9a9254344159af69d95ca842f75,8b6d25c9aa714cf58c50553269f35a9d",76,86,3,89,"{'human_readable_id': 76, 'source': 'SCROOGE', 'target': 'MARLEY', 'description': ""Marley was Scrooge's business partner, and his death is a pivotal point in Scrooge's life and the narrativeMarley is the deceased partner of Scrooge, and his ghostly appearance signifies a connection to Scrooge's pastScrooge is the surviving partner of Marley, who has been dead for seven years, indicating their business relationship.Marley is Scrooge's former business partner who has returned as a ghost to warn him"", 'rank': 89}"
SCROOGE,SCROOGE AND MARLEY,df43bfbb8c324d87b8a0ea54c1228adc,7.0,"Scrooge is the sole executor and administrator of the Scrooge and Marley firm, indicating a close professional relationship",31da09ddaad7456aa66af19f297b334f,77,86,1,87,"{'human_readable_id': 77, 'source': 'SCROOGE', 'target': 'SCROOGE AND MARLEY', 'description': 'Scrooge is the sole executor and administrator of the Scrooge and Marley firm, indicating a close professional relationship', 'rank': 87}"
SCROOGE,HAMLET,7da2cbb4afc242fb80b438bd32e945e8,3.0,The mention of Hamlet serves to highlight the theme of death and the supernatural in Scrooge's story,31da09ddaad7456aa66af19f297b334f,78,86,2,88,"{'human_readable_id': 78, 'source': 'SCROOGE', 'target': 'HAMLET', 'description': ""The mention of Hamlet serves to highlight the theme of death and the supernatural in Scrooge's story"", 'rank': 88}"
SCROOGE,ST. PAUL'S CHURCHYARD,232780e347354274a03c8c3aee8372d4,1.0,"St. Paul's Churchyard is referenced as a location for ghosts, connecting to Scrooge's eventual encounters with the supernatural",31da09ddaad7456aa66af19f297b334f,79,86,1,87,"{'human_readable_id': 79, 'source': 'SCROOGE', 'target': ""ST. PAUL'S CHURCHYARD"", 'description': ""St. Paul's Churchyard is referenced as a location for ghosts, connecting to Scrooge's eventual encounters with the supernatural"", 'rank': 87}"
SCROOGE,SCROOGE'S NEPHEW,5b49590a30ce42bf8e9d8e06c5b5501a,15.0,"Scrooge's nephew attempts to spread Christmas cheer to Scrooge, who vehemently rejects itScrooge's nephew invites him to Christmas dinner, representing the familial bond and the spirit of Christmas that Scrooge rejects.","8b6d25c9aa714cf58c50553269f35a9d,3bff36cf7dbd48d4a606537404e24929",80,86,4,90,"{'human_readable_id': 80, 'source': 'SCROOGE', 'target': ""SCROOGE'S NEPHEW"", 'description': ""Scrooge's nephew attempts to spread Christmas cheer to Scrooge, who vehemently rejects itScrooge's nephew invites him to Christmas dinner, representing the familial bond and the spirit of Christmas that Scrooge rejects."", 'rank': 90}"
SCROOGE,CHRISTMAS,d22c14b46d4141f8a144a798bc549dfd,59.0,"Scrooge has a negative view of Christmas, considering it a time for financial burdens rather than joyScrooge learns to embrace the spirit of Christmas, which he initially rejectedScrooge expresses his dislike for Christmas and refuses to celebrate it, highlighting his miserly nature.Scrooge expresses disdain for Christmas, which is portrayed as a time of generosity and kindness.Scrooge's transformation is closely tied to the spirit of Christmas, which he begins to embraceScrooge has a negative attitude towards Christmas, which is a central theme in the narrativeChristmas represents a time of family and joy that Scrooge longs for, indicating his emotional connection to the holidayChristmas evokes strong emotions in Scrooge, representing both joy and regret from his pastChristmas symbolizes the joy and generosity that Scrooge initially rejects but later learns to embraceScrooge is being reminded of the spirit of Christmas through the interactions and games at the gatheringScrooge's transformation is centered around his changing perception of Christmas","39547542a64b49cfaaa8cae9469fa45c,140507add366447a9d7e0f1695421887,6b476faa18f6460b8d34a91deb1e5b08,3bff36cf7dbd48d4a606537404e24929,aab144ec5520470c93803d9a07da702e,8727b4734d2849bea2ad3bb31f5c4e21,223d50e5cfea4eebbcb5a1d9c7d6a040,af05331f4a1a4f74bfb46c700cbf9275,c275e2f3a8d4497c938f16c34c174e75,8b6d25c9aa714cf58c50553269f35a9d,f40ab074cdfe44ee98bd9250ca912ed6",81,86,37,123,"{'human_readable_id': 81, 'source': 'SCROOGE', 'target': 'CHRISTMAS', 'description': ""Scrooge has a negative view of Christmas, considering it a time for financial burdens rather than joyScrooge learns to embrace the spirit of Christmas, which he initially rejectedScrooge expresses his dislike for Christmas and refuses to celebrate it, highlighting his miserly nature.Scrooge expresses disdain for Christmas, which is portrayed as a time of generosity and kindness.Scrooge's transformation is closely tied to the spirit of Christmas, which he begins to embraceScrooge has a negative attitude towards Christmas, which is a central theme in the narrativeChristmas represents a time of family and joy that Scrooge longs for, indicating his emotional connection to the holidayChristmas evokes strong emotions in Scrooge, representing both joy and regret from his pastChristmas symbolizes the joy and generosity that Scrooge initially rejects but later learns to embraceScrooge is being reminded of the spirit of Christmas through the interactions and games at the gatheringScrooge's transformation is centered around his changing perception of Christmas"", 'rank': 123}"
SCROOGE,CLERK,f24b6d76c10945f2a07c03409a3ed651,5.0,"Scrooge oversees the clerk's work, maintaining strict control over the resources such as coal for heating",3bff36cf7dbd48d4a606537404e24929,82,86,2,88,"{'human_readable_id': 82, 'source': 'SCROOGE', 'target': 'CLERK', 'description': ""Scrooge oversees the clerk's work, maintaining strict control over the resources such as coal for heating"", 'rank': 88}"
SCROOGE,COUNTING-HOUSE,79ff1d4a06fc4cad8acbf3c77b57f2a5,4.0,"Scrooge conducts his business and personal interactions in his counting-house, which reflects his miserly nature",3bff36cf7dbd48d4a606537404e24929,83,86,1,87,"{'human_readable_id': 83, 'source': 'SCROOGE', 'target': 'COUNTING-HOUSE', 'description': 'Scrooge conducts his business and personal interactions in his counting-house, which reflects his miserly nature', 'rank': 87}"
SCROOGE,THE GENTLEMEN,05ffdf4d25d84c0eaac55fcc92781842,6.0,"The gentlemen are soliciting donations from Scrooge for the poor during Christmas, highlighting his miserly nature.",8b6d25c9aa714cf58c50553269f35a9d,84,86,1,87,"{'human_readable_id': 84, 'source': 'SCROOGE', 'target': 'THE GENTLEMEN', 'description': 'The gentlemen are soliciting donations from Scrooge for the poor during Christmas, highlighting his miserly nature.', 'rank': 87}"
SCROOGE,THE CLERK,e6508b2f93c74d6eb3b2c51f1593e43d,4.0,"The clerk shows warmth and cheer during Christmas, contrasting with Scrooge's cold demeanor.",8b6d25c9aa714cf58c50553269f35a9d,85,86,1,87,"{'human_readable_id': 85, 'source': 'SCROOGE', 'target': 'THE CLERK', 'description': ""The clerk shows warmth and cheer during Christmas, contrasting with Scrooge's cold demeanor."", 'rank': 87}"
SCROOGE,POOR LAW,5b176d5b4d264b5a9cab53be5a17d706,3.0,"Scrooge references the Poor Law when discussing the needs of the poor, indicating his awareness of social issues but lack of compassion.",8b6d25c9aa714cf58c50553269f35a9d,86,86,1,87,"{'human_readable_id': 86, 'source': 'SCROOGE', 'target': 'POOR LAW', 'description': 'Scrooge references the Poor Law when discussing the needs of the poor, indicating his awareness of social issues but lack of compassion.', 'rank': 87}"
SCROOGE,UNION WORKHOUSES,280baa1c765a4c05a6ac77b2390ad214,1.0,"Scrooge mentions the Union workhouses in response to the gentlemen's request for charity, showing his indifference to the plight of the poor.",8b6d25c9aa714cf58c50553269f35a9d,87,86,1,87,"{'human_readable_id': 87, 'source': 'SCROOGE', 'target': 'UNION WORKHOUSES', 'description': ""Scrooge mentions the Union workhouses in response to the gentlemen's request for charity, showing his indifference to the plight of the poor."", 'rank': 87}"
SCROOGE,BEDLAM,118a6e0fbeb2474294fb5c11865ed3ad,2.0,"Scrooge references Bedlam to express his frustration with the idea of Christmas cheer, indicating his mental turmoil and rejection of societal norms.",8b6d25c9aa714cf58c50553269f35a9d,88,86,1,87,"{'human_readable_id': 88, 'source': 'SCROOGE', 'target': 'BEDLAM', 'description': 'Scrooge references Bedlam to express his frustration with the idea of Christmas cheer, indicating his mental turmoil and rejection of societal norms.', 'rank': 87}"
SCROOGE,CITY OF LONDON,5a1a270ed3224099aa1caeabf23adff9,7.0,"Scrooge lives in the City of London, which influences his character and lifestyle",4ea5151072fe4982bbd4784a49371ef6,89,86,1,87,"{'human_readable_id': 89, 'source': 'SCROOGE', 'target': 'CITY OF LONDON', 'description': 'Scrooge lives in the City of London, which influences his character and lifestyle', 'rank': 87}"
SCROOGE,CHRISTMAS EVE,d99cf7eb1208494c80591a51ae312220,13.0,"Scrooge's reflections on Christmas Eve indicate its significance in his life and the changes he undergoesThe events of Christmas Eve are central to Scrooge's story, marking a significant moment in his life","bcf792c5ad004a5f85ad9a0b976f37ff,4ea5151072fe4982bbd4784a49371ef6",90,86,4,90,"{'human_readable_id': 90, 'source': 'SCROOGE', 'target': 'CHRISTMAS EVE', 'description': ""Scrooge's reflections on Christmas Eve indicate its significance in his life and the changes he undergoesThe events of Christmas Eve are central to Scrooge's story, marking a significant moment in his life"", 'rank': 90}"
SCROOGE,CAMDEN TOWN,de373053d6cf4b79a8e0cc75a4862fdc,1.0,"Scrooge runs home to Camden Town, indicating it is his place of origin or residence",4ea5151072fe4982bbd4784a49371ef6,91,86,2,88,"{'human_readable_id': 91, 'source': 'SCROOGE', 'target': 'CAMDEN TOWN', 'description': 'Scrooge runs home to Camden Town, indicating it is his place of origin or residence', 'rank': 88}"
SCROOGE,GATEWAY,e1b4c0765e81400b8c18b603781dbdbd,4.0,"The gateway is part of Scrooge's residence, contributing to the overall atmosphere of his living space",4ea5151072fe4982bbd4784a49371ef6,92,86,1,87,"{'human_readable_id': 92, 'source': 'SCROOGE', 'target': 'GATEWAY', 'description': ""The gateway is part of Scrooge's residence, contributing to the overall atmosphere of his living space"", 'rank': 87}"
SCROOGE,CANDLE,427fb7789d4d4b869563eb0e9f91ae2b,3.0,Scrooge uses a candle to light his way through his dark home,4ea5151072fe4982bbd4784a49371ef6,93,86,1,87,"{'human_readable_id': 93, 'source': 'SCROOGE', 'target': 'CANDLE', 'description': 'Scrooge uses a candle to light his way through his dark home', 'rank': 87}"
SCROOGE,SITTING-ROOM,10638c7a6bf644adb5e385e253165c5c,2.0,The sitting-room is one of the rooms Scrooge checks in his chambers,4ea5151072fe4982bbd4784a49371ef6,94,86,1,87,"{'human_readable_id': 94, 'source': 'SCROOGE', 'target': 'SITTING-ROOM', 'description': 'The sitting-room is one of the rooms Scrooge checks in his chambers', 'rank': 87}"
SCROOGE,BEDROOM,0e281295d6ef41a79d27f2616e8c2574,2.0,The bedroom is another room Scrooge checks in his chambers,4ea5151072fe4982bbd4784a49371ef6,95,86,1,87,"{'human_readable_id': 95, 'source': 'SCROOGE', 'target': 'BEDROOM', 'description': 'The bedroom is another room Scrooge checks in his chambers', 'rank': 87}"
SCROOGE,LUMBER-ROOM,bfb65e08c20d47bc9ca0403b2f811265,2.0,"The lumber-room is part of Scrooge's chambers, filled with old items",4ea5151072fe4982bbd4784a49371ef6,96,86,1,87,"{'human_readable_id': 96, 'source': 'SCROOGE', 'target': 'LUMBER-ROOM', 'description': ""The lumber-room is part of Scrooge's chambers, filled with old items"", 'rank': 87}"
SCROOGE,GRATE,84cad2a7cd7244298fa2239e064816d2,2.0,"The grate is where Scrooge has a small fire, indicating his solitary lifestyle",4ea5151072fe4982bbd4784a49371ef6,97,86,1,87,"{'human_readable_id': 97, 'source': 'SCROOGE', 'target': 'GRATE', 'description': 'The grate is where Scrooge has a small fire, indicating his solitary lifestyle', 'rank': 87}"
SCROOGE,SPOON,eea6124debe2428781694834a078f83a,2.0,The spoon is part of Scrooge's meager dining setup,4ea5151072fe4982bbd4784a49371ef6,98,86,1,87,"{'human_readable_id': 98, 'source': 'SCROOGE', 'target': 'SPOON', 'description': ""The spoon is part of Scrooge's meager dining setup"", 'rank': 87}"
SCROOGE,BASIN,7039c4a7d309413bba0a5f14c20a9d0a,2.0,The basin is part of Scrooge's meager dining setup,4ea5151072fe4982bbd4784a49371ef6,99,86,1,87,"{'human_readable_id': 99, 'source': 'SCROOGE', 'target': 'BASIN', 'description': ""The basin is part of Scrooge's meager dining setup"", 'rank': 87}"
SCROOGE,SAUCEPAN,0191bff6e93a447587edf0e811726564,2.0,The saucepan of gruel indicates Scrooge's solitary meal preparation,4ea5151072fe4982bbd4784a49371ef6,100,86,1,87,"{'human_readable_id': 100, 'source': 'SCROOGE', 'target': 'SAUCEPAN', 'description': ""The saucepan of gruel indicates Scrooge's solitary meal preparation"", 'rank': 87}"
SCROOGE,CLOSET,f52396af15a3479c840650b6de1f2de6,2.0,The closet is checked by Scrooge to ensure he is alone,4ea5151072fe4982bbd4784a49371ef6,101,86,1,87,"{'human_readable_id': 101, 'source': 'SCROOGE', 'target': 'CLOSET', 'description': 'The closet is checked by Scrooge to ensure he is alone', 'rank': 87}"
SCROOGE,DRESSING-GOWN,403fa229e51c46ebad2c80f93a573951,2.0,The dressing-gown is part of Scrooge's personal belongings in his chambers,4ea5151072fe4982bbd4784a49371ef6,102,86,1,87,"{'human_readable_id': 102, 'source': 'SCROOGE', 'target': 'DRESSING-GOWN', 'description': ""The dressing-gown is part of Scrooge's personal belongings in his chambers"", 'rank': 87}"
SCROOGE,MARLEY'S GHOST,ac173d672828479f9ebafcce672e6247,16.0,"Marley's Ghost warns Scrooge about the consequences of his life choices and the need for changeScrooge is confronted by Marley's Ghost, leading to a significant moment of realization","4a7edff5accb46d2b664cca5287052e0,4e15e9a9254344159af69d95ca842f75",103,86,5,91,"{'human_readable_id': 103, 'source': 'SCROOGE', 'target': ""MARLEY'S GHOST"", 'description': ""Marley's Ghost warns Scrooge about the consequences of his life choices and the need for changeScrooge is confronted by Marley's Ghost, leading to a significant moment of realization"", 'rank': 91}"
SCROOGE,THE ROOM,24e1384d95314585bfc41225da616929,5.0,Scrooge is situated in the room where he experiences the haunting,4e15e9a9254344159af69d95ca842f75,104,86,1,87,"{'human_readable_id': 104, 'source': 'SCROOGE', 'target': 'THE ROOM', 'description': 'Scrooge is situated in the room where he experiences the haunting', 'rank': 87}"
SCROOGE,THE HOB,532f6cad89ba473c81213097efe0fa8e,6.0,Scrooge places the saucepan of gruel on the hob as he prepares to eat,4e15e9a9254344159af69d95ca842f75,105,86,1,87,"{'human_readable_id': 105, 'source': 'SCROOGE', 'target': 'THE HOB', 'description': 'Scrooge places the saucepan of gruel on the hob as he prepares to eat', 'rank': 87}"
SCROOGE,THE DRESSING-GOWN,9ab06b76a1804c198f266d86a3ff92b3,7.0,Scrooge wears the dressing-gown as part of his night attire,4e15e9a9254344159af69d95ca842f75,106,86,1,87,"{'human_readable_id': 106, 'source': 'SCROOGE', 'target': 'THE DRESSING-GOWN', 'description': 'Scrooge wears the dressing-gown as part of his night attire', 'rank': 87}"
SCROOGE,THE NIGHTCAP,0e221cfeaaad4d4297d84a8f16d7b116,3.0,Scrooge puts on the nightcap to keep warm during the cold night,4e15e9a9254344159af69d95ca842f75,107,86,1,87,"{'human_readable_id': 107, 'source': 'SCROOGE', 'target': 'THE NIGHTCAP', 'description': 'Scrooge puts on the nightcap to keep warm during the cold night', 'rank': 87}"
